UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,,,,,,,,,
MG,31,63706,São Lourenço,"45,488",,,,,,,,,
MG,31,63805,São Miguel do Anta,"6,933",,,,,,,,,
MG,31,63904,São Pedro da União,"4,709",,,,,,,,,
MG,31,64001,São Pedro dos Ferros,"7,858",,,,,,,,,
MG,31,64100,São Pedro do Suaçuí,"5,291",,,,,,,,,
MG,31,64209,São Romão,"12,139",,,,,,,,,
MG,31,64308,São Roque de Minas,"7,026",,,,,,,,,
MG,31,64407,São Sebastião da Bela Vista,"5,455",,,,,,,,,
MG,31,64431,São Sebastião da Vargem Alegre,"2,991",,,,,,,,,
MG,31,64472,São Sebastião do Anta,"6,479",,,,,,,,,
MG,31,64506,São Sebastião do Maranhão,"10,129",,,,,,,,,
MG,31,64605,São Sebastião do Oeste,"6,684",,,,,,,,,
MG,31,64704,São Sebastião do Paraíso,"70,450",,,,,,,,,
MG,31,64803,São Sebastião do Rio Preto,"1,520",,,,,,,,,
MG,31,64902,São Sebastião do Rio Verde,"2,231",,,,,,,,,
MG,31,65008,São Tiago,"10,922",,,,,,,,,
MG,31,65107,São Tomás de Aquino,"7,042",,,,,,,,,
MG,31,65206,São Thomé das Letras,"7,056",,,,,,,,,
MG,31,65305,São Vicente de Minas,"7,687",,,,,,,,,
MG,31,65404,Sapucaí-Mirim,"6,869",,,,,,,,,
MG,31,65503,Sardoá,"6,236",,,,,,,,,
MG,31,65537,Sarzedo,"32,069",,,,,,,,,
MG,31,65552,Setubinha,"12,134",,,,,,,,,
MG,31,65560,Sem-Peixe,"2,661",,,,,,,,,
MG,31,65578,Senador Amaral,"5,352",,,,,,,,,
MG,31,65602,Senador Cortes,"2,007",,,,,,,,,
MG,31,65701,Senador Firmino,"7,764",,,,,,,,,
MG,31,65800,Senador José Bento,"1,545",,,,,,,,,
MG,31,65909,Senador Modestino Gonçalves,"4,209",,,,,,,,,
MG,31,66006,Senhora de Oliveira,"5,786",,,,,,,,,
MG,31,66105,Senhora do Porto,"3,527",,,,,,,,,
MG,31,66204,Senhora dos Remédios,"10,451",,,,,,,,,
MG,31,66303,Sericita,"7,319",,,,,,,,,
MG,31,66402,Seritinga,"1,848",,,,,,,,,
MG,31,66501,Serra Azul de Minas,"4,293",,,,,,,,,
MG,31,66600,Serra da Saudade,786,,,,,,,,,
MG,31,66709,Serra dos Aimorés,"8,685",,,,,,,,,
MG,31,66808,Serra do Salitre,"11,493",,,,,,,,,
MG,31,66907,Serrania,"7,670",,,,,,,,,
MG,31,66956,Serranópolis de Minas,"4,752",,,,,,,,,
MG,31,67004,Serranos,"1,970",,,,,,,,,
MG,31,67103,Serro,"20,993",,,,,,,,,
MG,31,67202,Sete Lagoas,"237,286",,,,,,,,,
MG,31,67301,Silveirânia,"2,258",,,,,,,,,
MG,31,67400,Silvianópolis,"6,227",,,,,,,,,
MG,31,67509,Simão Pereira,"2,612",,,,,,,,,
MG,31,67608,Simonésia,"19,528",,,,,,,,,
MG,31,67707,Sobrália,"5,594",,,,,,,,,
MG,31,67806,Soledade de Minas,"6,112",,,,,,,,,
MG,31,67905,Tabuleiro,"3,792",,,,,,,,,
MG,31,68002,Taiobeiras,"33,858",,,,,,,,,
MG,31,68051,Taparuba,"3,119",,,,,,,,,
MG,31,68101,Tapira,"4,711",,,,,,,,,
MG,31,68200,Tapiraí,"1,879",,,,,,,,,
MG,31,68309,Taquaraçu de Minas,"4,055",,,,,,,,,
MG,31,68408,Tarumirim,"14,350",,,,,,,,,
MG,31,68507,Teixeiras,"11,650",,,,,,,,,
MG,31,68606,Teófilo Otoni,"140,235",,,,,,,,,
MG,31,68705,Timóteo,"89,090",,,,,,,,,
MG,31,68804,Tiradentes,"7,886",,,,,,,,,
MG,31,68903,Tiros,"6,539",,,,,,,,,
MG,31,69000,Tocantins,"16,602",,,,,,,,,
MG,31,69059,Tocos do Moji,"4,093",,,,,,,,,
MG,31,69109,Toledo,"6,217",,,,,,,,,
MG,31,69208,Tombos,"8,201",,,,,,,,,
MG,31,69307,Três Corações,"78,913",,,,,,,,,
MG,31,69356,Três Marias,"31,984",,,,,,,,,
MG,31,69406,Três Pontas,"56,546",,,,,,,,,
MG,31,69505,Tumiritinga,"6,698",,,,,,,,,
MG,31,69604,Tupaciguara,"25,253",,,,,,,,,
MG,31,69703,Turmalina,"19,797",,,,,,,,,
MG,31,69802,Turvolândia,"5,008",,,,,,,,,
MG,31,69901,Ubá,"114,265",,,,,,,,,
MG,31,70008,Ubaí,"12,466",,,,,,,,,
MG,31,70057,Ubaporanga,"12,449",,,,,,,,,
MG,31,70107,Uberaba,"330,361",,,,,,,,,
MG,31,70206,Uberlândia,"683,247",,,,,,,,,
MG,31,70305,Umburatiba,"2,626",,,,,,,,,
MG,31,70404,Unaí,"83,808",,,,,,,,,
MG,31,70438,União de Minas,"4,325",,,,,,,,,
MG,31,70479,Uruana de Minas,"3,267",,,,,,,,,
MG,31,70503,Urucânia,"10,371",,,,,,,,,
MG,31,70529,Urucuia,"16,547",,,,,,,,,
MG,31,70578,Vargem Alegre,"6,491",,,,,,,,,
MG,31,70602,Vargem Bonita,"2,158",,,,,,,,,
MG,31,70651,Vargem Grande do Rio Pardo,"4,987",,,,,,,,,
MG,31,70701,Varginha,"134,477",,,,,,,,,
MG,31,70750,Varjão de Minas,"7,071",,,,,,,,,
MG,31,70800,Várzea da Palma,"39,173",,,,,,,,,
MG,31,70909,Varzelândia,"19,335",,,,,,,,,
MG,31,71006,Vazante,"20,537",,,,,,,,,
MG,31,71030,Verdelândia,"9,265",,,,,,,,,
MG,31,71071,Veredinha,"5,712",,,,,,,,,
MG,31,71105,Veríssimo,"3,951",,,,,,,,,
MG,31,71154,Vermelho Novo,"4,832",,,,,,,,,
MG,31,71204,Vespasiano,"125,376",,,,,,,,,
MG,31,71303,Viçosa,"78,286",,,,,,,,,
MG,31,71402,Vieiras,"3,629",,,,,,,,,
MG,31,71501,Mathias Lobato,"3,227",,,,,,,,,
MG,31,71600,Virgem da Lapa,"13,764",,,,,,,,,
MG,31,71709,Virgínia,"8,685",,,,,,,,,
MG,31,71808,Virginópolis,"10,537",,,,,,,,,
MG,31,71907,Virgolândia,"5,420",,,,,,,,,
MG,31,72004,Visconde do Rio Branco,"42,149",,,,,,,,,
MG,31,72103,Volta Grande,"5,243",,,,,,,,,
MG,31,72202,Wenceslau Braz,"2,558",,,,,,,,,
ES,32,00102,Afonso Cláudio,"30,720",,,,,,,,,
ES,32,00136,Águia Branca,"9,653",,,,,,,,,
ES,32,00169,Água Doce do Norte,"11,131",,,,,,,,,
ES,32,00201,Alegre,"30,568",,,,,,,,,
ES,32,00300,Alfredo Chaves,"14,566",,,,,,,,,
ES,32,00359,Alto Rio Novo,"7,798",,,,,,,,,
ES,32,00409,Anchieta,"28,736",,,,,,,,,
ES,32,00508,Apiacá,"7,580",,,,,,,,,
ES,32,00607,Aracruz,"99,305",,,,,,,,,
ES,32,00706,Atilio Vivacqua,"11,765",,,,,,,,,
ES,32,00805,Baixo Guandu,"30,862",,,,,,,,,
ES,32,00904,Barra de São Francisco,"44,315",,,,,,,,,
ES,32,01001,Boa Esperança,"14,982",,,,,,,,,
ES,32,01100,Bom Jesus do Norte,"9,910",,,,,,,,,
ES,32,01159,Brejetuba,"12,381",,,,,,,,,
ES,32,01209,Cachoeiro de Itapemirim,"207,324",,,,,,,,,
ES,32,01308,Cariacica,"378,603",,,,,,,,,
ES,32,01407,Castelo,"37,317",,,,,,,,,
ES,32,01506,Colatina,"121,580",,,,,,,,,
ES,32,01605,Conceição da Barra,"30,849",,,,,,,,,
ES,32,01704,Conceição do Castelo,"12,638",,,,,,,,,
ES,32,01803,Divino de São Lourenço,"4,338",,,,,,,,,
ES,32,01902,Domingos Martins,"33,711",,,,,,,,,
ES,32,02009,Dores do Rio Preto,"6,727",,,,,,,,,
ES,32,02108,Ecoporanga,"23,014",,,,,,,,,
ES,32,02207,Fundão,"21,061",,,,,,,,,
ES,32,02256,Governador Lindenberg,"12,535",,,,,,,,,
ES,32,02306,Guaçuí,"30,607",,,,,,,,,
ES,32,02405,Guarapari,"122,982",,,,,,,,,
ES,32,02454,Ibatiba,"25,732",,,,,,,,,
ES,32,02504,Ibiraçu,"12,365",,,,,,,,,
ES,32,02553,Ibitirama,"8,919",,,,,,,,,
ES,32,02603,Iconha,"13,745",,,,,,,,,
ES,32,02652,Irupi,"13,226",,,,,,,,,
ES,32,02702,Itaguaçu,"14,109",,,,,,,,,
ES,32,02801,Itapemirim,"34,032",,,,,,,,,
ES,32,02900,Itarana,"10,619",,,,,,,,,
ES,32,03007,Iúna,"29,030",,,,,,,,,
ES,32,03056,Jaguaré,"29,904",,,,,,,,,
ES,32,03106,Jerônimo Monteiro,"11,744",,,,,,,,,
ES,32,03130,João Neiva,"16,614",,,,,,,,,
ES,32,03163,Laranja da Terra,"10,961",,,,,,,,,
ES,32,03205,Linhares,"170,364",,,,,,,,,
ES,32,03304,Mantenópolis,"15,194",,,,,,,,,
ES,32,03320,Marataízes,"38,108",,,,,,,,,
ES,32,03346,Marechal Floriano,"16,464",,,,,,,,,
ES,32,03353,Marilândia,"12,700",,,,,,,,,
ES,32,03403,Mimoso do Sul,"26,191",,,,,,,,,
ES,32,03502,Montanha,"18,770",,,,,,,,,
ES,32,03601,Mucurici,"5,552",,,,,,,,,
ES,32,03700,Muniz Freire,"17,613",,,,,,,,,
ES,32,03809,Muqui,"15,370",,,,,,,,,
ES,32,03908,Nova Venécia,"49,780",,,,,,,,,
ES,32,04005,Pancas,"23,059",,,,,,,,,
ES,32,04054,Pedro Canário,"25,982",,,,,,,,,
ES,32,04104,Pinheiros,"26,763",,,,,,,,,
ES,32,04203,Piúma,"21,363",,,,,,,,,
ES,32,04252,Ponto Belo,"7,784",,,,,,,,,
ES,32,04302,Presidente Kennedy,"11,488",,,,,,,,,
ES,32,04351,Rio Bananal,"19,009",,,,,,,,,
ES,32,04401,Rio Novo do Sul,"11,618",,,,,,,,,
ES,32,04500,Santa Leopoldina,"12,300",,,,,,,,,
ES,32,04559,Santa Maria de Jetibá,"39,849",,,,,,,,,
ES,32,04609,Santa Teresa,"23,392",,,,,,,,,
ES,32,04658,São Domingos do Norte,"8,589",,,,,,,,,
ES,32,04708,São Gabriel da Palha,"37,361",,,,,,,,,
ES,32,04807,São José do Calçado,"10,566",,,,,,,,,
ES,32,04906,São Mateus,"128,542",,,,,,,,,
ES,32,04955,São Roque do Canaã,"12,318",,,,,,,,,
ES,32,05002,Serra,"507,598",,,,,,,,,
ES,32,05010,Sooretama,"29,449",,,,,,,,,
ES,32,05036,Vargem Alta,"21,207",,,,,,,,,
ES,32,05069,Venda Nova do Imigrante,"24,800",,,,,,,,,
ES,32,05101,Viana,"76,954",,,,,,,,,
ES,32,05150,Vila Pavão,"9,171",,,,,,,,,
ES,32,05176,Vila Valério,"14,087",,,,,,,,,
ES,32,05200,Vila Velha,"486,208",,,,,,,,,
ES,32,05309,Vitória,"358,267",,,,,,,,,
RJ,33,00100,Angra dos Reis,"200,407",,,,,,,,,
RJ,33,00159,Aperibé,"11,612",,,,,,,,,
RJ,33,00209,Araruama,"130,439",,,,,,,,,
RJ,33,00225,Areal,"12,471",,,,,,,,,
RJ,33,00233,Armação dos Búzios,"33,240",,,,,,,,,
RJ,33,00258,Arraial do Cabo,"30,096",,,,,,,,,
RJ,33,00308,Barra do Piraí,"99,969",,,,,,,,,
RJ,33,00407,Barra Mansa,"183,976",,,,,,,,,
RJ,33,00456,Belford Roxo,"508,614",,,,,,,,,
RJ,33,00506,Bom Jardim,"27,269",,,,,,,,,
RJ,33,00605,Bom Jesus do Itabapoana,"36,985",,,,,,,,,
RJ,33,00704,Cabo Frio,"222,528",,,,,,,,,
RJ,33,00803,Cachoeiras de Macacu,"58,560",,,,,,,,,
RJ,33,00902,Cambuci,"15,496",,,,,,,,,
RJ,33,00936,Carapebus,"16,039",,,,,,,,,
RJ,33,00951,Comendador Levy Gasparian,"8,544",,,,,,,,,
RJ,33,01009,Campos dos Goytacazes,"503,424",,,,,,,,,
RJ,33,01108,Cantagalo,"20,177",,,,,,,,,
RJ,33,01157,Cardoso Moreira,"12,826",,,,,,,,,
RJ,33,01207,Carmo,"18,755",,,,,,,,,
RJ,33,01306,Casimiro de Abreu,"43,295",,,,,,,,,
RJ,33,01405,Conceição de Macabu,"23,064",,,,,,,,,
RJ,33,01504,Cordeiro,"21,806",,,,,,,,,
RJ,33,01603,Duas Barras,"11,454",,,,,,,,,
RJ,33,01702,Duque de Caxias,"914,383",,,,,,,,,
RJ,33,01801,Engenheiro Paulo de Frontin,"13,929",,,,,,,,,
RJ,33,01850,Guapimirim,"59,613",,,,,,,,,
RJ,33,01876,Iguaba Grande,"27,762",,,,,,,,,
RJ,33,01900,Itaboraí,"238,695",,,,,,,,,
RJ,33,02007,Itaguaí,"125,913",,,,,,,,,
RJ,33,02056,Italva,"15,113",,,,,,,,,
RJ,33,02106,Itaocara,"23,247",,,,,,,,,
RJ,33,02205,Itaperuna,"102,626",,,,,,,,,
RJ,33,02254,Itatiaia,"31,537",,,,,,,,,
RJ,33,02270,Japeri,"103,960",,,,,,,,,
RJ,33,02304,Laje do Muriaé,"7,386",,,,,,,,,
RJ,33,02403,Macaé,"251,631",,,,,,,,,
RJ,33,02452,Macuco,"5,574",,,,,,,,,
RJ,33,02502,Magé,"243,657",,,,,,,,,
RJ,33,02601,Mangaratiba,"43,689",,,,,,,,,
RJ,33,02700,Maricá,"157,789",,,,,,,,,
RJ,33,02809,Mendes,"18,578",,,,,,,,,
RJ,33,02858,Mesquita,"175,620",,,,,,,,,
RJ,33,02908,Miguel Pereira,"25,493",,,,,,,,,
RJ,33,03005,Miracema,"27,195",,,,,,,,,
RJ,33,03104,Natividade,"15,324",,,,,,,,,
RJ,33,03203,Nilópolis,"162,269",,,,,,,,,
RJ,33,03302,Niterói,"511,786",,,,,,,,,
RJ,33,03401,Nova Friburgo,"190,084",,,,,,,,,
RJ,33,03500,Nova Iguaçu,"818,875",,,,,,,,,
RJ,33,03609,Paracambi,"51,815",,,,,,,,,
RJ,33,03708,Paraíba do Sul,"44,045",,,,,,,,,
RJ,33,03807,Paraty,"42,630",,,,,,,,,
RJ,33,03856,Paty do Alferes,"27,678",,,,,,,,,
RJ,33,03906,Petrópolis,"305,687",,,,,,,,,
RJ,33,03955,Pinheiral,"24,941",,,,,,,,,
RJ,33,04003,Piraí,"28,999",,,,,,,,,
RJ,33,04102,Porciúncula,"18,730",,,,,,,,,
RJ,33,04110,Porto Real,"19,381",,,,,,,,,
RJ,33,04128,Quatis,"14,165",,,,,,,,,
RJ,33,04144,Queimados,"149,265",,,,,,,,,
RJ,33,04151,Quissamã,"24,246",,,,,,,,,
RJ,33,04201,Resende,"130,334",,,,,,,,,
RJ,33,04300,Rio Bonito,"59,814",,,,,,,,,
RJ,33,04409,Rio Claro,"18,451",,,,,,,,,
RJ,33,04508,Rio das Flores,"9,222",,,,,,,,,
RJ,33,04524,Rio das Ostras,"145,989",,,,,,,,,
RJ,33,04557,Rio de Janeiro,"6,688,927",,,,,,,,,
RJ,33,04607,Santa Maria Madalena,"10,417",,,,,,,,,
RJ,33,04706,Santo Antônio de Pádua,"42,359",,,,,,,,,
RJ,33,04755,São Francisco de Itabapoana,"42,201",,,,,,,,,
RJ,33,04805,São Fidélis,"38,626",,,,,,,,,
RJ,33,04904,São Gonçalo,"1,077,687",,,,,,,,,
RJ,33,05000,São João da Barra,"36,138",,,,,,,,,
RJ,33,05109,São João de Meriti,"471,888",,,,,,,,,
RJ,33,05133,São José de Ubá,"7,134",,,,,,,,,
RJ,33,05158,São José do Vale do Rio Preto,"21,670",,,,,,,,,
RJ,33,05208,São Pedro da Aldeia,"102,846",,,,,,,,,
RJ,33,05307,São Sebastião do Alto,"9,326",,,,,,,,,
RJ,33,05406,Sapucaia,"18,205",,,,,,,,,
RJ,33,05505,Saquarema,"87,704",,,,,,,,,
RJ,33,05554,Seropédica,"86,743",,,,,,,,,
RJ,33,05604,Silva Jardim,"21,773",,,,,,,,,
RJ,33,05703,Sumidouro,"15,577",,,,,,,,,
RJ,33,05752,Tanguá,"33,870",,,,,,,,,
RJ,33,05802,Teresópolis,"180,886",,,,,,,,,
RJ,33,05901,Trajano de Moraes,"10,611",,,,,,,,,
RJ,33,06008,Três Rios,"81,453",,,,,,,,,
RJ,33,06107,Valença,"76,163",,,,,,,,,
RJ,33,06156,Varre-Sai,"10,890",,,,,,,,,
RJ,33,06206,Vassouras,"36,702",,,,,,,,,
RJ,33,06305,Volta Redonda,"271,998",,,,,,,,,
SP,35,00105,Adamantina,"35,023",,,,,,,,,
SP,35,00204,Adolfo,"3,571",,,,,,,,,
SP,35,00303,Aguaí,"35,954",,,,,,,,,
SP,35,00402,Águas da Prata,"8,137",,,,,,,,,
SP,35,00501,Águas de Lindóia,"18,599",,,,,,,,,
SP,35,00550,Águas de Santa Bárbara,"6,040",,,,,,,,,
SP,35,00600,Águas de São Pedro,"3,380",,,,,,,,,
SP,35,00709,Agudos,"37,023",,,,,,,,,
SP,35,00758,Alambari,"5,918",,,,,,,,,
SP,35,00808,Alfredo Marcondes,"4,147",,,,,,,,,
SP,35,00907,Altair,"4,134",,,,,,,,,
SP,35,01004,Altinópolis,"16,164",,,,,,,,,
SP,35,01103,Alto Alegre,"4,110",,,,,,,,,
SP,35,01152,Alumínio,"18,484",,,,,,,,,
SP,35,01202,Álvares Florence,"3,712",,,,,,,,,
SP,35,01301,Álvares Machado,"24,830",,,,,,,,,
SP,35,01400,Álvaro de Carvalho,"5,179",,,,,,,,,
SP,35,01509,Alvinlândia,"3,206",,,,,,,,,
SP,35,01608,Americana,"237,112",,,,,,,,,
SP,35,01707,Américo Brasiliense,"39,962",,,,,,,,,
SP,35,01806,Américo de Campos,"5,956",,,,,,,,,
SP,35,01905,Amparo,"71,700",,,,,,,,,
SP,35,02002,Analândia,"4,933",,,,,,,,,
SP,35,02101,Andradina,"57,112",,,,,,,,,
SP,35,02200,Angatuba,"24,969",,,,,,,,,
SP,35,02309,Anhembi,"6,627",,,,,,,,,
SP,35,02408,Anhumas,"4,085",,,,,,,,,
SP,35,02507,Aparecida,"36,129",,,,,,,,,
SP,35,02606,Aparecida d'Oeste,"4,234",,,,,,,,,
SP,35,02705,Apiaí,"24,526",,,,,,,,,
SP,35,02754,Araçariguama,"21,854",,,,,,,,,
SP,35,02804,Araçatuba,"195,874",,,,,,,,,
SP,35,02903,Araçoiaba da Serra,"33,499",,,,,,,,,
SP,35,03000,Aramina,"5,585",,,,,,,,,
SP,35,03109,Arandu,"6,348",,,,,,,,,
SP,35,03158,Arapeí,"2,478",,,,,,,,,
SP,35,03208,Araraquara,"233,744",,,,,,,,,
SP,35,03307,Araras,"132,934",,,,,,,,,
SP,35,03356,Arco-Íris,"1,811",,,,,,,,,
SP,35,03406,Arealva,"8,505",,,,,,,,,
SP,35,03505,Areias,"3,876",,,,,,,,,
SP,35,03604,Areiópolis,"11,099",,,,,,,,,
SP,35,03703,Ariranha,"9,573",,,,,,,,,
SP,35,03802,Artur Nogueira,"53,450",,,,,,,,,
SP,35,03901,Arujá,"88,455",,,,,,,,,
SP,35,03950,Aspásia,"1,825",,,,,,,,,
SP,35,04008,Assis,"103,666",,,,,,,,,
SP,35,04107,Atibaia,"141,398",,,,,,,,,
SP,35,04206,Auriflama,"15,123",,,,,,,,,
SP,35,04305,Avaí,"5,369",,,,,,,,,
SP,35,04404,Avanhandava,"13,433",,,,,,,,,
SP,35,04503,Avaré,"90,063",,,,,,,,,
SP,35,04602,Bady Bassitt,"17,236",,,,,,,,,
SP,35,04701,Balbinos,"5,532",,,,,,,,,
SP,35,04800,Bálsamo,"8,994",,,,,,,,,
SP,35,04909,Bananal,"10,896",,,,,,,,,
SP,35,05005,Barão de Antonina,"3,441",,,,,,,,,
SP,35,05104,Barbosa,"7,335",,,,,,,,,
SP,35,05203,Bariri,"34,961",,,,,,,,,
SP,35,05302,Barra Bonita,"36,127",,,,,,,,,
SP,35,05351,Barra do Chapéu,"5,688",,,,,,,,,
SP,35,05401,Barra do Turvo,"7,687",,,,,,,,,
SP,35,05500,Barretos,"121,344",,,,,,,,,
SP,35,05609,Barrinha,"32,434",,,,,,,,,
SP,35,05708,Barueri,"271,306",,,,,,,,,
SP,35,05807,Bastos,"20,954",,,,,,,,,
SP,35,05906,Batatais,"62,024",,,,,,,,,
SP,35,06003,Bauru,"374,272",,,,,,,,,
SP,35,06102,Bebedouro,"77,436",,,,,,,,,
SP,35,06201,Bento de Abreu,"2,955",,,,,,,,,
SP,35,06300,Bernardino de Campos,"11,137",,,,,,,,,
SP,35,06359,Bertioga,"61,736",,,,,,,,,
SP,35,06409,Bilac,"7,949",,,,,,,,,
SP,35,06508,Birigui,"122,359",,,,,,,,,
SP,35,06607,Biritiba-Mirim,"32,251",,,,,,,,,
SP,35,06706,Boa Esperança do Sul,"14,824",,,,,,,,,
SP,35,06805,Bocaina,"12,204",,,,,,,,,
SP,35,06904,Bofete,"11,534",,,,,,,,,
SP,35,07001,Boituva,"59,793",,,,,,,,,
SP,35,07100,Bom Jesus dos Perdões,"24,898",,,,,,,,,
SP,35,07159,Bom Sucesso de Itararé,"3,923",,,,,,,,,
SP,35,07209,Borá,836,,,,,,,,,
SP,35,07308,Boracéia,"4,776",,,,,,,,,
SP,35,07407,Borborema,"15,925",,,,,,,,,
SP,35,07456,Borebi,"2,621",,,,,,,,,
SP,35,07506,Botucatu,"144,820",,,,,,,,,
SP,35,07605,Bragança Paulista,"166,753",,,,,,,,,
SP,35,07704,Braúna,"5,630",,,,,,,,,
SP,35,07753,Brejo Alegre,"2,841",,,,,,,,,
SP,35,07803,Brodowski,"24,592",,,,,,,,,
SP,35,07902,Brotas,"24,163",,,,,,,,,
SP,35,08009,Buri,"19,789",,,,,,,,,
SP,35,08108,Buritama,"17,003",,,,,,,,,
SP,35,08207,Buritizal,"4,447",,,,,,,,,
SP,35,08306,Cabrália Paulista,"4,286",,,,,,,,,
SP,35,08405,Cabreúva,"48,966",,,,,,,,,
SP,35,08504,Caçapava,"93,488",,,,,,,,,
SP,35,08603,Cachoeira Paulista,"33,067",,,,,,,,,
SP,35,08702,Caconde,"18,961",,,,,,,,,
SP,35,08801,Cafelândia,"17,689",,,,,,,,,
SP,35,08900,Caiabu,"4,190",,,,,,,,,
SP,35,09007,Caieiras,"100,129",,,,,,,,,
SP,35,09106,Caiuá,"5,800",,,,,,,,,
SP,35,09205,Cajamar,"75,638",,,,,,,,,
SP,35,09254,Cajati,"28,605",,,,,,,,,
SP,35,09304,Cajobi,"10,486",,,,,,,,,
SP,35,09403,Cajuru,"25,935",,,,,,,,,
SP,35,09452,Campina do Monte Alegre,"5,991",,,,,,,,,
SP,35,09502,Campinas,"1,194,094",,,,,,,,,
SP,35,09601,Campo Limpo Paulista,"83,735",,,,,,,,,
SP,35,09700,Campos do Jordão,"51,763",,,,,,,,,
SP,35,09809,Campos Novos Paulista,"4,932",,,,,,,,,
SP,35,09908,Cananéia,"12,539",,,,,,,,,
SP,35,09957,Canas,"5,071",,,,,,,,,
SP,35,10005,Cândido Mota,"31,212",,,,,,,,,
SP,35,10104,Cândido Rodrigues,"2,787",,,,,,,,,
SP,35,10153,Canitar,"5,139",,,,,,,,,
SP,35,10203,Capão Bonito,"47,159",,,,,,,,,
SP,35,10302,Capela do Alto,"20,419",,,,,,,,,
SP,35,10401,Capivari,"55,141",,,,,,,,,
SP,35,10500,Caraguatatuba,"119,625",,,,,,,,,
SP,35,10609,Carapicuíba,"398,611",,,,,,,,,
SP,35,10708,Cardoso,"12,303",,,,,,,,,
SP,35,10807,Casa Branca,"30,237",,,,,,,,,
SP,35,10906,Cássia dos Coqueiros,"2,542",,,,,,,,,
SP,35,11003,Castilho,"20,738",,,,,,,,,
SP,35,11102,Catanduva,"121,210",,,,,,,,,
SP,35,11201,Catiguá,"7,752",,,,,,,,,
SP,35,11300,Cedral,"9,125",,,,,,,,,
SP,35,11409,Cerqueira César,"19,774",,,,,,,,,
SP,35,11508,Cerquilho,"48,074",,,,,,,,,
SP,35,11607,Cesário Lange,"17,915",,,,,,,,,
SP,35,11706,Charqueada,"17,009",,,,,,,,,
SP,35,11904,Clementina,"8,472",,,,,,,,,
SP,35,12001,Colina,"18,398",,,,,,,,,
SP,35,12100,Colômbia,"6,203",,,,,,,,,
SP,35,12209,Conchal,"27,820",,,,,,,,,
SP,35,12308,Conchas,"17,770",,,,,,,,,
SP,35,12407,Cordeirópolis,"24,221",,,,,,,,,
SP,35,12506,Coroados,"5,986",,,,,,,,,
SP,35,12605,Coronel Macedo,"4,728",,,,,,,,,
SP,35,12704,Corumbataí,"4,047",,,,,,,,,
SP,35,12803,Cosmópolis,"70,998",,,,,,,,,
SP,35,12902,Cosmorama,"7,316",,,,,,,,,
SP,35,13009,Cotia,"244,694",,,,,,,,,
SP,35,13108,Cravinhos,"34,998",,,,,,,,,
SP,35,13207,Cristais Paulista,"8,541",,,,,,,,,
SP,35,13306,Cruzália,"2,100",,,,,,,,,
SP,35,13405,Cruzeiro,"81,895",,,,,,,,,
SP,35,13504,Cubatão,"129,760",,,,,,,,,
SP,35,13603,Cunha,"21,639",,,,,,,,,
SP,35,13702,Descalvado,"33,520",,,,,,,,,
SP,35,13801,Diadema,"420,934",,,,,,,,,
SP,35,13850,Dirce Reis,"1,786",,,,,,,,,
SP,35,13900,Divinolândia,"11,208",,,,,,,,,
SP,35,14007,Dobrada,"8,846",,,,,,,,,
SP,35,14106,Dois Córregos,"27,112",,,,,,,,,
SP,35,14205,Dolcinópolis,"2,119",,,,,,,,,
SP,35,14304,Dourado,"8,868",,,,,,,,,
SP,35,14403,Dracena,"46,536",,,,,,,,,
SP,35,14502,Duartina,"12,457",,,,,,,,,
SP,35,14601,Dumont,"9,708",,,,,,,,,
SP,35,14700,Echaporã,"6,141",,,,,,,,,
SP,35,14809,Eldorado,"15,443",,,,,,,,,
SP,35,14908,Elias Fausto,"17,604",,,,,,,,,
SP,35,14924,Elisiário,"3,604",,,,,,,,,
SP,35,14957,Embaúba,"2,456",,,,,,,,,
SP,35,15004,Embu das Artes,"270,843",,,,,,,,,
SP,35,15103,Embu-Guaçu,"68,856",,,,,,,,,
SP,35,15129,Emilianópolis,"3,202",,,,,,,,,
SP,35,15152,Engenheiro Coelho,"20,284",,,,,,,,,
SP,35,15186,Espírito Santo do Pinhal,"44,186",,,,,,,,,
SP,35,15194,Espírito Santo do Turvo,"4,779",,,,,,,,,
SP,35,15202,Estrela d'Oeste,"8,418",,,,,,,,,
SP,35,15301,Estrela do Norte,"2,762",,,,,,,,,
SP,35,15350,Euclides da Cunha Paulista,"9,419",,,,,,,,,
SP,35,15400,Fartura,"16,001",,,,,,,,,
SP,35,15509,Fernandópolis,"68,823",,,,,,,,,
SP,35,15608,Fernando Prestes,"5,771",,,,,,,,,
SP,35,15657,Fernão,"1,704",,,,,,,,,
SP,35,15707,Ferraz de Vasconcelos,"191,993",,,,,,,,,
SP,35,15806,Flora Rica,"1,499",,,,,,,,,
SP,35,15905,Floreal,"2,934",,,,,,,,,
SP,35,16002,Flórida Paulista,"14,486",,,,,,,,,
SP,35,16101,Florínia,"2,699",,,,,,,,,
SP,35,16200,Franca,"350,400",,,,,,,,,
SP,35,16309,Francisco Morato,"174,008",,,,,,,,,
SP,35,16408,Franco da Rocha,"152,433",,,,,,,,,
SP,35,16507,Gabriel Monteiro,"2,776",,,,,,,,,
SP,35,16606,Gália,"6,615",,,,,,,,,
SP,35,16705,Garça,"44,370",,,,,,,,,
