UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,,,,,,,,,
PB,25,09800,Mulungu,"9,878",,,,,,,,,
PB,25,09909,Natuba,"10,458",,,,,,,,,
PB,25,10006,Nazarezinho,"7,312",,,,,,,,,
PB,25,10105,Nova Floresta,"10,651",,,,,,,,,
PB,25,10204,Nova Olinda,"5,978",,,,,,,,,
PB,25,10303,Nova Palmeira,"4,840",,,,,,,,,
PB,25,10402,Olho d'Água,"6,592",,,,,,,,,
PB,25,10501,Olivedos,"3,912",,,,,,,,,
PB,25,10600,Ouro Velho,"3,033",,,,,,,,,
PB,25,10659,Parari,"1,786",,,,,,,,,
PB,25,10709,Passagem,"2,402",,,,,,,,,
PB,25,10808,Patos,"106,984",,,,,,,,,
PB,25,10907,Paulista,"12,260",,,,,,,,,
PB,25,11004,Pedra Branca,"3,800",,,,,,,,,
PB,25,11103,Pedra Lavrada,"7,766",,,,,,,,,
PB,25,11202,Pedras de Fogo,"28,389",,,,,,,,,
PB,25,11301,Piancó,"16,038",,,,,,,,,
PB,25,11400,Picuí,"18,706",,,,,,,,,
PB,25,11509,Pilar,"11,855",,,,,,,,,
PB,25,11608,Pilões,"6,680",,,,,,,,,
PB,25,11707,Pilõezinhos,"5,105",,,,,,,,,
PB,25,11806,Pirpirituba,"10,572",,,,,,,,,
PB,25,11905,Pitimbu,"18,904",,,,,,,,,
PB,25,12002,Pocinhos,"18,429",,,,,,,,,
PB,25,12036,Poço Dantas,"3,777",,,,,,,,,
PB,25,12077,Poço de José de Moura,"4,276",,,,,,,,,
PB,25,12101,Pombal,"32,749",,,,,,,,,
PB,25,12200,Prata,"4,141",,,,,,,,,
PB,25,12309,Princesa Isabel,"23,215",,,,,,,,,
PB,25,12408,Puxinanã,"13,630",,,,,,,,,
PB,25,12507,Queimadas,"43,917",,,,,,,,,
PB,25,12606,Quixaba,"1,929",,,,,,,,,
PB,25,12705,Remígio,"19,340",,,,,,,,,
PB,25,12721,Pedro Régis,"6,064",,,,,,,,,
PB,25,12747,Riachão,"3,564",,,,,,,,,
PB,25,12754,Riachão do Bacamarte,"4,500",,,,,,,,,
PB,25,12762,Riachão do Poço,"4,477",,,,,,,,,
PB,25,12788,Riacho de Santo Antônio,"1,951",,,,,,,,,
PB,25,12804,Riacho dos Cavalos,"8,587",,,,,,,,,
PB,25,12903,Rio Tinto,"24,088",,,,,,,,,
PB,25,13000,Salgadinho,"3,919",,,,,,,,,
PB,25,13109,Salgado de São Félix,"12,149",,,,,,,,,
PB,25,13158,Santa Cecília,"6,574",,,,,,,,,
PB,25,13208,Santa Cruz,"6,585",,,,,,,,,
PB,25,13307,Santa Helena,"5,907",,,,,,,,,
PB,25,13356,Santa Inês,"3,597",,,,,,,,,
PB,25,13406,Santa Luzia,"15,336",,,,,,,,,
PB,25,13505,Santana de Mangueira,"5,198",,,,,,,,,
PB,25,13604,Santana dos Garrotes,"7,077",,,,,,,,,
PB,25,13653,Joca Claudino,"2,685",,,,,,,,,
PB,25,13703,Santa Rita,"135,807",,,,,,,,,
PB,25,13802,Santa Teresinha,"4,585",,,,,,,,,
PB,25,13851,Santo André,"2,532",,,,,,,,,
PB,25,13901,São Bento,"33,796",,,,,,,,,
PB,25,13927,São Bentinho,"4,492",,,,,,,,,
PB,25,13943,São Domingos do Cariri,"2,581",,,,,,,,,
PB,25,13968,São Domingos,"3,087",,,,,,,,,
PB,25,13984,São Francisco,"3,371",,,,,,,,,
PB,25,14008,São João do Cariri,"4,313",,,,,,,,,
PB,25,14107,São João do Tigre,"4,430",,,,,,,,,
PB,25,14206,São José da Lagoa Tapada,"7,680",,,,,,,,,
PB,25,14305,São José de Caiana,"6,255",,,,,,,,,
PB,25,14404,São José de Espinharas,"4,665",,,,,,,,,
PB,25,14453,São José dos Ramos,"5,915",,,,,,,,,
PB,25,14503,São José de Piranhas,"20,053",,,,,,,,,
PB,25,14552,São José de Princesa,"3,908",,,,,,,,,
PB,25,14602,São José do Bonfim,"3,526",,,,,,,,,
PB,25,14651,São José do Brejo do Cruz,"1,791",,,,,,,,,
PB,25,14701,São José do Sabugi,"4,134",,,,,,,,,
PB,25,14800,São José dos Cordeiros,"3,723",,,,,,,,,
PB,25,14909,São Mamede,"7,745",,,,,,,,,
PB,25,15005,São Miguel de Taipu,"7,124",,,,,,,,,
PB,25,15104,São Sebastião de Lagoa de Roça,"11,753",,,,,,,,,
PB,25,15203,São Sebastião do Umbuzeiro,"3,466",,,,,,,,,
PB,25,15302,Sapé,"52,443",,,,,,,,,
PB,25,15401,São Vicente do Seridó,"10,728",,,,,,,,,
PB,25,15500,Serra Branca,"13,630",,,,,,,,,
PB,25,15609,Serra da Raiz,"3,141",,,,,,,,,
PB,25,15708,Serra Grande,"3,089",,,,,,,,,
PB,25,15807,Serra Redonda,"7,041",,,,,,,,,
PB,25,15906,Serraria,"6,131",,,,,,,,,
PB,25,15930,Sertãozinho,"4,958",,,,,,,,,
PB,25,15971,Sobrado,"7,751",,,,,,,,,
PB,25,16003,Solânea,"26,592",,,,,,,,,
PB,25,16102,Soledade,"14,837",,,,,,,,,
PB,25,16151,Sossêgo,"3,516",,,,,,,,,
PB,25,16201,Sousa,"69,161",,,,,,,,,
PB,25,16300,Sumé,"16,864",,,,,,,,,
PB,25,16409,Tacima,"10,887",,,,,,,,,
PB,25,16508,Taperoá,15.185 (10),,,,,,,,,
PB,25,16607,Tavares,"14,614",,,,,,,,,
PB,25,16706,Teixeira,"15,072",,,,,,,,,
PB,25,16755,Tenório,"3,035",,,,,,,,,
PB,25,16805,Triunfo,"9,466",,,,,,,,,
PB,25,16904,Uiraúna,"15,300",,,,,,,,,
PB,25,17001,Umbuzeiro,"9,902",,,,,,,,,
PB,25,17100,Várzea,"2,779",,,,,,,,,
PB,25,17209,Vieirópolis,"5,323",,,,,,,,,
PB,25,17407,Zabelê,"2,225",,,,,,,,,
PE,26,00054,Abreu e Lima,"99,622",,,,,,,,,
PE,26,00104,Afogados da Ingazeira,"37,111",,,,,,,,,
PE,26,00203,Afrânio,"19,456",,,,,,,,,
PE,26,00302,Agrestina,"24,702",,,,,,,,,
PE,26,00401,Água Preta,"36,454",,,,,,,,,
PE,26,00500,Águas Belas,"43,195",,,,,,,,,
PE,26,00609,Alagoinha,"14,554",,,,,,,,,
PE,26,00708,Aliança,"38,375",,,,,,,,,
PE,26,00807,Altinho,"22,959",,,,,,,,,
PE,26,00906,Amaraji,"22,788",,,,,,,,,
PE,26,01003,Angelim,"11,072",,,,,,,,,
PE,26,01052,Araçoiaba,"20,312",,,,,,,,,
PE,26,01102,Araripina,"83,964",,,,,,,,,
PE,26,01201,Arcoverde,"73,844",,,,,,,,,
PE,26,01300,Barra de Guabiraba,"14,257",,,,,,,,,
PE,26,01409,Barreiros,"42,552",,,,,,,,,
PE,26,01508,Belém de Maria,"12,023",,,,,,,,,
PE,26,01607,Belém do São Francisco,"20,728",,,,,,,,,
PE,26,01706,Belo Jardim,"76,185",,,,,,,,,
PE,26,01805,Betânia,"12,671",,,,,,,,,
PE,26,01904,Bezerros,"60,714",,,,,,,,,
PE,26,02001,Bodocó,"37,909",,,,,,,,,
PE,26,02100,Bom Conselho,"48,336",,,,,,,,,
PE,26,02209,Bom Jardim,"39,132",,,,,,,,,
PE,26,02308,Bonito,"38,152",,,,,,,,,
PE,26,02407,Brejão,"8,999",,,,,,,,,
PE,26,02506,Brejinho,"7,486",,,,,,,,,
PE,26,02605,Brejo da Madre de Deus,"50,249",,,,,,,,,
PE,26,02704,Buenos Aires,"13,119",,,,,,,,,
PE,26,02803,Buíque,"57,825",,,,,,,,,
PE,26,02902,Cabo de Santo Agostinho,"205,112",,,,,,,,,
PE,26,03009,Cabrobó,"33,934",,,,,,,,,
PE,26,03108,Cachoeirinha,"20,258",,,,,,,,,
PE,26,03207,Caetés,"28,570",,,,,,,,,
PE,26,03306,Calçado,"11,089",,,,,,,,,
PE,26,03405,Calumbi,"5,753",,,,,,,,,
PE,26,03454,Camaragibe,"156,736",,,,,,,,,
PE,26,03504,Camocim de São Félix,"18,627",,,,,,,,,
PE,26,03603,Camutanga,"8,530",,,,,,,,,
PE,26,03702,Canhotinho,"24,835",,,,,,,,,
PE,26,03801,Capoeiras,"20,048",,,,,,,,,
PE,26,03900,Carnaíba,"19,491",,,,,,,,,
PE,26,03926,Carnaubeira da Penha,"12,836",,,,,,,,,
PE,26,04007,Carpina,"82,872",,,,,,,,,
PE,26,04106,Caruaru,"356,872",,,,,,,,,
PE,26,04155,Casinhas,"14,313",,,,,,,,,
PE,26,04205,Catende,"42,434",,,,,,,,,
PE,26,04304,Cedro,"11,722",,,,,,,,,
PE,26,04403,Chã de Alegria,"13,428",,,,,,,,,
PE,26,04502,Chã Grande,"21,579",,,,,,,,,
PE,26,04601,Condado,"26,249",,,,,,,,,
PE,26,04700,Correntes,"18,144",,,,,,,,,
PE,26,04809,Cortês,"12,596",,,,,,,,,
PE,26,04908,Cumaru,"11,635",,,,,,,,,
PE,26,05004,Cupira,"24,041",,,,,,,,,
PE,26,05103,Custódia,"36,841",,,,,,,,,
PE,26,05152,Dormentes,"18,734",,,,,,,,,
PE,26,05202,Escada,"68,448",,,,,,,,,
PE,26,05301,Exu,"31,885",,,,,,,,,
PE,26,05400,Feira Nova,"22,013",,,,,,,,,
PE,26,05459,Fernando de Noronha,"3,021",,,,,,,,,
PE,26,05509,Ferreiros,"14,365",,,,,,,,,
PE,26,05608,Flores,"22,631",,,,,,,,,
PE,26,05707,Floresta,"32,556",,,,,,,,,
PE,26,05806,Frei Miguelinho,"15,366",,,,,,,,,
PE,26,05905,Gameleira,"30,780",,,,,,,,,
PE,26,06002,Garanhuns,"138,983",,,,,,,,,
PE,26,06101,Glória do Goitá,"30,504",,,,,,,,,
PE,26,06200,Goiana,"79,455",,,,,,,,,
PE,26,06309,Granito,"7,435",,,,,,,,,
PE,26,06408,Gravatá,"83,437",,,,,,,,,
PE,26,06507,Iati,"19,152",,,,,,,,,
PE,26,06606,Ibimirim,"29,055",,,,,,,,,
PE,26,06705,Ibirajuba,"7,756",,,,,,,,,
PE,26,06804,Igarassu,"115,640",,,,,,,,,
PE,26,06903,Iguaracy,"12,209",,,,,,,,,
PE,26,07000,Inajá,"22,840",,,,,,,,,
PE,26,07109,Ingazeira,"4,554",,,,,,,,,
PE,26,07208,Ipojuca,"94,709",,,,,,,,,
PE,26,07307,Ipubi,"30,512",,,,,,,,,
PE,26,07406,Itacuruba,"4,869",,,,,,,,,
PE,26,07505,Itaíba,"26,390",,,,,,,,,
PE,26,07604,Ilha de Itamaracá,"25,836",,,,,,,,,
PE,26,07653,Itambé,"36,422",,,,,,,,,
PE,26,07703,Itapetim,"13,680",,,,,,,,,
PE,26,07752,Itapissuma,"26,397",,,,,,,,,
PE,26,07802,Itaquitinga,"16,903",,,,,,,,,
PE,26,07901,Jaboatão dos Guararapes,"697,636",,,,,,,,,
PE,26,07950,Jaqueira,"11,668",,,,,,,,,
PE,26,08008,Jataúba,"17,070",,,,,,,,,
PE,26,08057,Jatobá,"14,740",,,,,,,,,
PE,26,08107,João Alfredo,"33,563",,,,,,,,,
PE,26,08206,Joaquim Nabuco,"16,036",,,,,,,,,
PE,26,08255,Jucati,"11,361",,,,,,,,,
PE,26,08305,Jupi,"14,747",,,,,,,,,
PE,26,08404,Jurema,"15,323",,,,,,,,,
PE,26,08453,Lagoa do Carro,"17,886",,,,,,,,,
PE,26,08503,Lagoa de Itaenga,"21,397",,,,,,,,,
PE,26,08602,Lagoa do Ouro,"13,065",,,,,,,,,
PE,26,08701,Lagoa dos Gatos,"16,262",,,,,,,,,
PE,26,08750,Lagoa Grande,"25,349",,,,,,,,,
PE,26,08800,Lajedo,"39,982",,,,,,,,,
PE,26,08909,Limoeiro,"56,302",,,,,,,,,
PE,26,09006,Macaparana,"25,278",,,,,,,,,
PE,26,09105,Machados,"15,851",,,,,,,,,
PE,26,09154,Manari,"21,085",,,,,,,,,
PE,26,09204,Maraial,"11,473",,,,,,,,,
PE,26,09303,Mirandiba,"15,308",,,,,,,,,
PE,26,09402,Moreno,"62,263",,,,,,,,,
PE,26,09501,Nazaré da Mata,"32,366",,,,,,,,,
PE,26,09600,Olinda,"391,835",,,,,,,,,
PE,26,09709,Orobó,"23,833",,,,,,,,,
PE,26,09808,Orocó,"14,827",,,,,,,,,
PE,26,09907,Ouricuri,"68,939",,,,,,,,,
PE,26,10004,Palmares,"62,994",,,,,,,,,
PE,26,10103,Palmeirina,"7,789",,,,,,,,,
PE,26,10202,Panelas,"26,492",,,,,,,,,
PE,26,10301,Paranatama,"11,478",,,,,,,,,
PE,26,10400,Parnamirim,"21,914",,,,,,,,,
PE,26,10509,Passira,"28,972",,,,,,,,,
PE,26,10608,Paudalho,"56,074",,,,,,,,,
PE,26,10707,Paulista,"329,117",,,,,,,,,
PE,26,10806,Pedra,"22,566",,,,,,,,,
PE,26,10905,Pesqueira,"67,047",,,,,,,,,
PE,26,11002,Petrolândia,"36,187",,,,,,,,,
PE,26,11101,Petrolina,"343,865",,,,,,,,,
PE,26,11200,Poção,"11,299",,,,,,,,,
PE,26,11309,Pombos,"27,033",,,,,,,,,
PE,26,11408,Primavera,"14,831",,,,,,,,,
PE,26,11507,Quipapá,"25,896",,,,,,,,,
PE,26,11533,Quixaba,"6,822",,,,,,,,,
PE,26,11606,Recife,"1,637,834",,,,,,,,,
PE,26,11705,Riacho das Almas,"20,443",,,,,,,,,
PE,26,11804,Ribeirão,"47,209",,,,,,,,,
PE,26,11903,Rio Formoso,"23,440",,,,,,,,,
PE,26,12000,Sairé,10.103 (11),,,,,,,,,
PE,26,12109,Salgadinho,"10,768",,,,,,,,,
PE,26,12208,Salgueiro,"60,604",,,,,,,,,
PE,26,12307,Saloá,"15,823",,,,,,,,,
PE,26,12406,Sanharó,"26,026",,,,,,,,,
PE,26,12455,Santa Cruz,"15,236",,,,,,,,,
PE,26,12471,Santa Cruz da Baixa Verde,"12,531",,,,,,,,,
PE,26,12505,Santa Cruz do Capibaribe,"105,936",,,,,,,,,
PE,26,12554,Santa Filomena,"14,390",,,,,,,,,
PE,26,12604,Santa Maria da Boa Vista,"41,759",,,,,,,,,
PE,26,12703,Santa Maria do Cambucá,"14,048",,,,,,,,,
PE,26,12802,Santa Terezinha,"11,764",,,,,,,,,
PE,26,12901,São Benedito do Sul,"15,717",,,,,,,,,
PE,26,13008,São Bento do Una,"58,956",,,,,,,,,
PE,26,13107,São Caitano,"37,119",,,,,,,,,
PE,26,13206,São João,"22,686",,,,,,,,,
PE,26,13305,São Joaquim do Monte,"21,314",,,,,,,,,
PE,26,13404,São José da Coroa Grande,"21,004",,,,,,,,,
PE,26,13503,São José do Belmonte,"33,895",,,,,,,,,
PE,26,13602,São José do Egito,"33,789",,,,,,,,,
PE,26,13701,São Lourenço da Mata,"112,362",,,,,,,,,
PE,26,13800,São Vicente Ferrer,"17,950",,,,,,,,,
PE,26,13909,Serra Talhada,"85,774",,,,,,,,,
PE,26,14006,Serrita,"19,133",,,,,,,,,
PE,26,14105,Sertânia,"35,761",,,,,,,,,
PE,26,14204,Sirinhaém,"45,359",,,,,,,,,
PE,26,14303,Moreilândia,"11,270",,,,,,,,,
PE,26,14402,Solidão,"5,993",,,,,,,,,
PE,26,14501,Surubim,"64,520",,,,,,,,,
PE,26,14600,Tabira,"28,371",,,,,,,,,
PE,26,14709,Tacaimbó,"12,890",,,,,,,,,
PE,26,14808,Tacaratu,"25,417",,,,,,,,,
PE,26,14857,Tamandaré,"23,149",,,,,,,,,
PE,26,15003,Taquaritinga do Norte,"28,416",,,,,,,,,
PE,26,15102,Terezinha,"7,139",,,,,,,,,
PE,26,15201,Terra Nova,"9,983",,,,,,,,,
PE,26,15300,Timbaúba,"50,956",,,,,,,,,
PE,26,15409,Toritama,"44,254",,,,,,,,,
PE,26,15508,Tracunhaém,"13,724",,,,,,,,,
PE,26,15607,Trindade,"30,222",,,,,,,,,
PE,26,15706,Triunfo,"15,265",,,,,,,,,
PE,26,15805,Tupanatinga,"27,052",,,,,,,,,
PE,26,15904,Tuparetama,"8,192",,,,,,,,,
PE,26,16001,Venturosa,"18,298",,,,,,,,,
PE,26,16100,Verdejante,"9,514",,,,,,,,,
PE,26,16183,Vertente do Lério,"7,666",,,,,,,,,
PE,26,16209,Vertentes,"20,503",,,,,,,,,
PE,26,16308,Vicência,"32,513",,,,,,,,,
PE,26,16407,Vitória de Santo Antão,"137,915",,,,,,,,,
PE,26,16506,Xexéu,"14,691",,,,,,,,,
AL,27,00102,Água Branca,"20,162",,,,,,,,,
AL,27,00201,Anadia,"17,564",,,,,,,,,
AL,27,00300,Arapiraca,"230,417",,,,,,,,,
AL,27,00409,Atalaia,"47,000",,,,,,,,,
AL,27,00508,Barra de Santo Antônio,"15,792",,,,,,,,,
AL,27,00607,Barra de São Miguel,"8,264",,,,,,,,,
AL,27,00706,Batalha,"18,455",,,,,,,,,
AL,27,00805,Belém,"4,406",,,,,,,,,
AL,27,00904,Belo Monte,"6,696",,,,,,,,,
AL,27,01001,Boca da Mata,"27,168",,,,,,,,,
AL,27,01100,Branquinha,"10,529",,,,,,,,,
AL,27,01209,Cacimbinhas,"10,730",,,,,,,,,
AL,27,01308,Cajueiro,"21,194",,,,,,,,,
AL,27,01357,Campestre,"6,918",,,,,,,,,
AL,27,01407,Campo Alegre,"56,579",,,,,,,,,
AL,27,01506,Campo Grande,"9,549",,,,,,,,,
AL,27,01605,Canapi,"17,726",,,,,,,,,
AL,27,01704,Capela,"17,124",,,,,,,,,
AL,27,01803,Carneiros,"9,000",,,,,,,,,
AL,27,01902,Chã Preta,"7,319",,,,,,,,,
AL,27,02009,Coité do Nóia,"10,744",,,,,,,,,
AL,27,02108,Colônia Leopoldina,"21,575",,,,,,,,,
AL,27,02207,Coqueiro Seco,"5,826",,,,,,,,,
AL,27,02306,Coruripe,"56,562",,,,,,,,,
AL,27,02355,Craíbas,"24,129",,,,,,,,,
AL,27,02405,Delmiro Gouveia,"51,763",,,,,,,,,
AL,27,02504,Dois Riachos,"11,054",,,,,,,,,
AL,27,02553,Estrela de Alagoas,"18,153",,,,,,,,,
AL,27,02603,Feira Grande,"22,152",,,,,,,,,
AL,27,02702,Feliz Deserto,"4,729",,,,,,,,,
AL,27,02801,Flexeiras,"12,773",,,,,,,,,
AL,27,02900,Girau do Ponciano,"40,588",,,,,,,,,
AL,27,03007,Ibateguara,"15,606",,,,,,,,,
AL,27,03106,Igaci,"25,649",,,,,,,,,
AL,27,03205,Igreja Nova,"24,408",,,,,,,,,
AL,27,03304,Inhapi,"18,378",,,,,,,,,
AL,27,03403,Jacaré dos Homens,"5,288",,,,,,,,,
AL,27,03502,Jacuípe,"7,036",,,,,,,,,
AL,27,03601,Japaratinga,"8,317",,,,,,,,,
AL,27,03700,Jaramataia,"5,597",,,,,,,,,
AL,27,03759,Jequiá da Praia,"11,624",,,,,,,,,
AL,27,03809,Joaquim Gomes,"23,903",,,,,,,,,
AL,27,03908,Jundiá,"4,175",,,,,,,,,
AL,27,04005,Junqueiro,"24,731",,,,,,,,,
AL,27,04104,Lagoa da Canoa,"17,934",,,,,,,,,
AL,27,04203,Limoeiro de Anadia,"28,495",,,,,,,,,
AL,27,04302,Maceió,"1,012,382",,,,,,,,,
AL,27,04401,Major Isidoro,"19,891",,,,,,,,,
AL,27,04500,Maragogi,"32,369",,,,,,,,,
AL,27,04609,Maravilha,"9,326",,,,,,,,,
AL,27,04708,Marechal Deodoro,"51,364",,,,,,,,,
AL,27,04807,Maribondo,"13,337",,,,,,,,,
AL,27,04906,Mar Vermelho,"3,534",,,,,,,,,
AL,27,05002,Mata Grande,"25,226",,,,,,,,,
AL,27,05101,Matriz de Camaragibe,"24,649",,,,,,,,,
AL,27,05200,Messias,"17,676",,,,,,,,,
AL,27,05309,Minador do Negrão,"5,337",,,,,,,,,
AL,27,05408,Monteirópolis,"7,153",,,,,,,,,
AL,27,05507,Murici,"28,137",,,,,,,,,
AL,27,05606,Novo Lino,"12,615",,,,,,,,,
AL,27,05705,Olho d'Água das Flores,"21,437",,,,,,,,,
AL,27,05804,Olho d'Água do Casado,"9,303",,,,,,,,,
AL,27,05903,Olho d'Água Grande,"5,117",,,,,,,,,
AL,27,06000,Olivença,"11,591",,,,,,,,,
AL,27,06109,Ouro Branco,"11,456",,,,,,,,,
AL,27,06208,Palestina,"4,985",,,,,,,,,
AL,27,06307,Palmeira dos Índios,"73,096",,,,,,,,,
AL,27,06406,Pão de Açúcar,"24,446",,,,,,,,,
AL,27,06422,Pariconha,"10,527",,,,,,,,,
AL,27,06448,Paripueira,"13,016",,,,,,,,,
AL,27,06505,Passo de Camaragibe,"15,232",,,,,,,,,
AL,27,06604,Paulo Jacinto,"7,568",,,,,,,,,
AL,27,06703,Penedo,"63,516",,,,,,,,,
AL,27,06802,Piaçabuçu,"17,805",,,,,,,,,
AL,27,06901,Pilar,"35,008",,,,,,,,,
AL,27,07008,Pindoba,"2,911",,,,,,,,,
AL,27,07107,Piranhas,"24,891",,,,,,,,,
AL,27,07206,Poço das Trincheiras,"14,354",,,,,,,,,
AL,27,07305,Porto Calvo,"27,079",,,,,,,,,
AL,27,07404,Porto de Pedras,"7,873",,,,,,,,,
AL,27,07503,Porto Real do Colégio,"20,018",,,,,,,,,
AL,27,07602,Quebrangulo,"11,342",,,,,,,,,
AL,27,07701,Rio Largo,"74,838",,,,,,,,,
AL,27,07800,Roteiro,"6,680",,,,,,,,,
AL,27,07909,Santa Luzia do Norte,"7,272",,,,,,,,,
AL,27,08006,Santana do Ipanema,"47,486",,,,,,,,,
AL,27,08105,Santana do Mundaú,"10,755",,,,,,,,,
AL,27,08204,São Brás,"6,953",,,,,,,,,
AL,27,08303,São José da Laje,"23,855",,,,,,,,,
AL,27,08402,São José da Tapera,"32,111",,,,,,,,,
AL,27,08501,São Luís do Quitunde,"34,415",,,,,,,,,
AL,27,08600,São Miguel dos Campos,"60,775",,,,,,,,,
AL,27,08709,São Miguel dos Milagres,"7,888",,,,,,,,,
AL,27,08808,São Sebastião,"34,011",,,,,,,,,
AL,27,08907,Satuba,"13,716",,,,,,,,,
AL,27,08956,Senador Rui Palmeira,"13,818",,,,,,,,,
AL,27,09004,Tanque d'Arca,"6,187",,,,,,,,,
AL,27,09103,Taquarana,"19,886",,,,,,,,,
AL,27,09152,Teotônio Vilela,"43,960",,,,,,,,,
AL,27,09202,Traipu,"27,632",,,,,,,,,
AL,27,09301,União dos Palmares,"65,461",,,,,,,,,
AL,27,09400,Viçosa,"25,773",,,,,,,,,
SE,28,00100,Amparo de São Francisco,"2,368",,,,,,,,,
SE,28,00209,Aquidabã,"21,443",,,,,,,,,
SE,28,00308,Aracaju,"648,939",,,,,,,,,
SE,28,00407,Arauá,"10,168",,,,,,,,,
SE,28,00506,Areia Branca,"18,396",,,,,,,,,
SE,28,00605,Barra dos Coqueiros,"29,873",,,,,,,,,
SE,28,00670,Boquim,"26,731",,,,,,,,,
SE,28,00704,Brejo Grande,"8,264",,,,,,,,,
SE,28,01009,Campo do Brito,"17,997",,,,,,,,,
SE,28,01108,Canhoba,"4,011",,,,,,,,,
SE,28,01207,Canindé de São Francisco,"29,430",,,,,,,,,
SE,28,01306,Capela,"33,904",,,,,,,,,
SE,28,01405,Carira,"21,724",,,,,,,,,
SE,28,01504,Carmópolis,"16,324",,,,,,,,,
SE,28,01603,Cedro de São João,"5,880",,,,,,,,,
SE,28,01702,Cristinápolis,"18,190",,,,,,,,,
SE,28,01900,Cumbe,"3,977",,,,,,,,,
SE,28,02007,Divina Pastora,"5,059",,,,,,,,,
SE,28,02106,Estância,"68,804",,,,,,,,,
SE,28,02205,Feira Nova,"5,567",,,,,,,,,
SE,28,02304,Frei Paulo,"15,283",,,,,,,,,
SE,28,02403,Gararu,"11,606",,,,,,,,,
SE,28,02502,General Maynard,"3,307",,,,,,,,,
SE,28,02601,Graccho Cardoso,"5,811",,,,,,,,,
SE,28,02700,Ilha das Flores,"8,519",,,,,,,,,
SE,28,02809,Indiaroba,"17,761",,,,,,,,,
SE,28,02908,Itabaiana,"94,696",,,,,,,,,
SE,28,03005,Itabaianinha,"41,684",,,,,,,,,
SE,28,03104,Itabi,"4,921",,,,,,,,,
SE,28,03203,Itaporanga d'Ajuda,"33,994",,,,,,,,,
SE,28,03302,Japaratuba,"18,576",,,,,,,,,
SE,28,03401,Japoatã,"13,085",,,,,,,,,
SE,28,03500,Lagarto,"103,576",,,,,,,,,
SE,28,03609,Laranjeiras,"29,567",,,,,,,,,
SE,28,03708,Macambira,"6,877",,,,,,,,,
SE,28,03807,Malhada dos Bois,"3,665",,,,,,,,,
SE,28,03906,Malhador,"12,581",,,,,,,,,
SE,28,04003,Maruim,"17,153",,,,,,,,,
SE,28,04102,Moita Bonita,"11,322",,,,,,,,,
SE,28,04201,Monte Alegre de Sergipe,"15,120",,,,,,,,,
SE,28,04300,Muribeca,"7,610",,,,,,,,,
SE,28,04409,Neópolis,"18,735",,,,,,,,,
SE,28,04458,Nossa Senhora Aparecida,"8,783",,,,,,,,,
SE,28,04508,Nossa Senhora da Glória,"36,514",,,,,,,,,
SE,28,04607,Nossa Senhora das Dores,"26,460",,,,,,,,,
SE,28,04706,Nossa Senhora de Lourdes,"6,470",,,,,,,,,
SE,28,04805,Nossa Senhora do Socorro,"181,503",,,,,,,,,
SE,28,04904,Pacatuba,"14,347",,,,,,,,,
SE,28,05000,Pedra Mole,"3,236",,,,,,,,,
SE,28,05109,Pedrinhas,"9,538",,,,,,,,,
SE,28,05208,Pinhão,"6,523",,,,,,,,,
SE,28,05307,Pirambu,"9,199",,,,,,,,,
SE,28,05406,Poço Redondo,"34,412",,,,,,,,,
SE,28,05505,Poço Verde,"23,586",,,,,,,,,
SE,28,05604,Porto da Folha,"28,497",,,,,,,,,
SE,28,05703,Propriá,"29,559",,,,,,,,,
SE,28,05802,Riachão do Dantas,"19,800",,,,,,,,,
SE,28,05901,Riachuelo,"10,140",,,,,,,,,
SE,28,06008,Ribeirópolis,"18,528",,,,,,,,,
SE,28,06107,Rosário do Catete,"10,697",,,,,,,,,
SE,28,06206,Salgado,"19,970",,,,,,,,,
SE,28,06305,Santa Luzia do Itanhy,"13,947",,,,,,,,,
SE,28,06404,Santana do São Francisco,"7,714",,,,,,,,,
SE,28,06503,Santa Rosa de Lima,"3,904",,,,,,,,,
SE,28,06602,Santo Amaro das Brotas,"12,051",,,,,,,,,
SE,28,06701,São Cristóvão,"89,027",,,,,,,,,
SE,28,06800,São Domingos,"11,065",,,,,,,,,
SE,28,06909,São Francisco,"3,987",,,,,,,,,
SE,28,07006,São Miguel do Aleixo,"3,913",,,,,,,,,
SE,28,07105,Simão Dias,"40,486",,,,,,,,,
SE,28,07204,Siriri,"8,813",,,,,,,,,
SE,28,07303,Telha,"3,204",,,,,,,,,
SE,28,07402,Tobias Barreto,"51,843",,,,,,,,,
SE,28,07501,Tomar do Geru,"13,061",,,,,,,,,
SE,28,07600,Umbaúba,"25,033",,,,,,,,,
BA,29,00108,Abaíra,"8,767",,,,,,,,,
BA,29,00207,Abaré,"19,814",,,,,,,,,
BA,29,00306,Acajutiba,"15,129",,,,,,,,,
BA,29,00355,Adustina,"16,784",,,,,,,,,
BA,29,00405,Água Fria,"16,901",,,,,,,,,
BA,29,00504,Érico Cardoso,"10,662",,,,,,,,,
BA,29,00603,Aiquara,"4,478",,,,,,,,,
BA,29,00702,Alagoinhas,"150,832",,,,,,,,,
BA,29,00801,Alcobaça,"22,449",,,,,,,,,
BA,29,00900,Almadina,"5,566",,,,,,,,,
BA,29,01007,Amargosa,"37,031",,,,,,,,,
