UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,,,,,,
PB,25,08307,Lagoa Seca,"27,617",,,,,,
PB,25,08406,Lastro,"2,718",,,,,,
PB,25,08505,Livramento,"7,265",,,,,,
PB,25,08554,Logradouro,"4,369",,,,,,
PB,25,08604,Lucena,"13,214",,,,,,
PB,25,08703,Mãe d'Água,"3,999",,,,,,
PB,25,08802,Malta,"5,752",,,,,,
PB,25,08901,Mamanguape,"45,136",,,,,,
PB,25,09008,Manaíra,"10,972",,,,,,
PB,25,09057,Marcação,"8,653",,,,,,
PB,25,09107,Mari,"21,866",,,,,,
PB,25,09156,Marizópolis,"6,654",,,,,,
PB,25,09206,Massaranduba,"13,998",,,,,,
PB,25,09305,Mataraca,"8,539",,,,,,
PB,25,09339,Matinhas,"4,515",,,,,,
PB,25,09370,Mato Grosso,"2,926",,,,,,
PB,25,09396,Maturéia,"6,630",,,,,,
PB,25,09404,Mogeiro,"13,261",,,,,,
PB,25,09503,Montadas,"5,738",,,,,,
PB,25,09602,Monte Horebe,"4,842",,,,,,
PB,25,09701,Monteiro,"33,433",,,,,,
PB,25,09800,Mulungu,"9,932",,,,,,
PB,25,09909,Natuba,"10,451",,,,,,
PB,25,10006,Nazarezinho,"7,286",,,,,,
PB,25,10105,Nova Floresta,"10,626",,,,,,
PB,25,10204,Nova Olinda,"5,920",,,,,,
PB,25,10303,Nova Palmeira,"4,959",,,,,,
PB,25,10402,Olho d'Água,"6,462",,,,,,
PB,25,10501,Olivedos,"3,961",,,,,,
PB,25,10600,Ouro Velho,"3,046",,,,,,
PB,25,10659,Parari,"1,758",,,,,,
PB,25,10709,Passagem,"2,436",,,,,,
PB,25,10808,Patos,"108,192",,,,,,
PB,25,10907,Paulista,"12,379",,,,,,
PB,25,11004,Pedra Branca,"3,802",,,,,,
PB,25,11103,Pedra Lavrada,"7,899",,,,,,
PB,25,11202,Pedras de Fogo,"28,533",,,,,,
PB,25,11301,Piancó,"16,111",,,,,,
PB,25,11400,Picuí,"18,720",,,,,,
PB,25,11509,Pilar,"11,977",,,,,,
PB,25,11608,Pilões,"6,576",,,,,,
PB,25,11707,Pilõezinhos,"4,955",,,,,,
PB,25,11806,Pirpirituba,"10,584",,,,,,
PB,25,11905,Pitimbu,"19,275",,,,,,
PB,25,12002,Pocinhos,"18,708",,,,,,
PB,25,12036,Poço Dantas,"3,882",,,,,,
PB,25,12077,Poço de José de Moura,"4,337",,,,,,
PB,25,12101,Pombal,"32,802",,,,,,
PB,25,12200,Prata,"4,238",,,,,,
PB,25,12309,Princesa Isabel,"23,549",,,,,,
PB,25,12408,Puxinanã,"13,741",,,,,,
PB,25,12507,Queimadas,"44,179",,,,,,
PB,25,12606,Quixaba,"1,983",,,,,,
PB,25,12705,Remígio,"19,798",,,,,,
PB,25,12721,Pedro Régis,"6,114",,,,,,
PB,25,12747,Riachão,"3,619",,,,,,
PB,25,12754,Riachão do Bacamarte,"4,541",,,,,,
PB,25,12762,Riachão do Poço,"4,540",,,,,,
PB,25,12788,Riacho de Santo Antônio,"1,974",,,,,,
PB,25,12804,Riacho dos Cavalos,"8,541",,,,,,
PB,25,12903,Rio Tinto,"24,218",,,,,,
PB,25,13000,Salgadinho,"3,931",,,,,,
PB,25,13109,Salgado de São Félix,"12,131",,,,,,
PB,25,13158,Santa Cecília,"6,541",,,,,,
PB,25,13208,Santa Cruz,"6,581",,,,,,
PB,25,13307,Santa Helena,"5,871",,,,,,
PB,25,13356,Santa Inês,"3,593",,,,,,
PB,25,13406,Santa Luzia,"15,426",,,,,,
PB,25,13505,Santana de Mangueira,"5,129",,,,,,
PB,25,13604,Santana dos Garrotes,"6,986",,,,,,
PB,25,13653,Joca Claudino,"2,639",,,,,,
PB,25,13703,Santa Rita,"137,349",,,,,,
PB,25,13802,Santa Teresinha,"4,562",,,,,,
PB,25,13851,Santo André,"2,509",,,,,,
PB,25,13901,São Bento,"34,344",,,,,,
PB,25,13927,São Bentinho,"4,566",,,,,,
PB,25,13943,São Domingos do Cariri,"2,630",,,,,,
PB,25,13968,São Domingos,"3,097",,,,,,
PB,25,13984,São Francisco,"3,384",,,,,,
PB,25,14008,São João do Cariri,"4,184",,,,,,
PB,25,14107,São João do Tigre,"4,415",,,,,,
PB,25,14206,São José da Lagoa Tapada,"7,626",,,,,,
PB,25,14305,São José de Caiana,"6,376",,,,,,
PB,25,14404,São José de Espinharas,"4,656",,,,,,
PB,25,14453,São José dos Ramos,"5,998",,,,,,
PB,25,14503,São José de Piranhas,"20,329",,,,,,
PB,25,14552,São José de Princesa,"3,950",,,,,,
PB,25,14602,São José do Bonfim,"3,588",,,,,,
PB,25,14651,São José do Brejo do Cruz,"1,811",,,,,,
PB,25,14701,São José do Sabugi,"4,147",,,,,,
PB,25,14800,São José dos Cordeiros,"3,618",,,,,,
PB,25,14909,São Mamede,"7,702",,,,,,
PB,25,15005,São Miguel de Taipu,"7,410",,,,,,
PB,25,15104,São Sebastião de Lagoa de Roça,"11,728",,,,,,
PB,25,15203,São Sebastião do Umbuzeiro,"3,512",,,,,,
PB,25,15302,Sapé,"52,804",,,,,,
PB,25,15401,São Vicente do Seridó,"10,848",,,,,,
PB,25,15500,Serra Branca,"13,754",,,,,,
PB,25,15609,Serra da Raiz,"3,131",,,,,,
PB,25,15708,Serra Grande,"2,916",,,,,,
PB,25,15807,Serra Redonda,"7,021",,,,,,
PB,25,15906,Serraria,"6,068",,,,,,
PB,25,15930,Sertãozinho,"5,089",,,,,,
PB,25,15971,Sobrado,"7,815",,,,,,
PB,25,16003,Solânea,"26,227",,,,,,
PB,25,16102,Soledade,"15,102",,,,,,
PB,25,16151,Sossêgo,"3,594",,,,,,
PB,25,16201,Sousa,"69,723",,,,,,
PB,25,16300,Sumé,"17,031",,,,,,
PB,25,16409,Tacima,"10,969",,,,,,
PB,25,16508,Taperoá,"15,441",,,,,,
PB,25,16607,Tavares,"14,759",,,,,,
PB,25,16706,Teixeira,"15,248",,,,,,
PB,25,16755,Tenório,"3,081",,,,,,
PB,25,16805,Triunfo,"9,464",,,,,,
PB,25,16904,Uiraúna,"15,300",,,,,,
PB,25,17001,Umbuzeiro,"9,911",,,,,,
PB,25,17100,Várzea,"2,841",,,,,,
PB,25,17209,Vieirópolis,"5,372",,,,,,
PB,25,17407,Zabelê,"2,255",,,,,,
PE,26,00054,Abreu e Lima,"100,346",,,,,,
PE,26,00104,Afogados da Ingazeira,"37,404",,,,,,
PE,26,00203,Afrânio,"19,810",,,,,,
PE,26,00302,Agrestina,"25,065",,,,,,
PE,26,00401,Água Preta,"37,082",,,,,,
PE,26,00500,Águas Belas,"43,686",,,,,,
PE,26,00609,Alagoinha,"14,718",,,,,,
PE,26,00708,Aliança,"38,397",,,,,,
PE,26,00807,Altinho,"22,984",,,,,,
PE,26,00906,Amaraji,"22,870",,,,,,
PE,26,01003,Angelim,"11,226",,,,,,
PE,26,01052,Araçoiaba,"20,733",,,,,,
PE,26,01102,Araripina,"84,864",,,,,,
PE,26,01201,Arcoverde,"74,822",,,,,,
PE,26,01300,Barra de Guabiraba,"14,510",,,,,,
PE,26,01409,Barreiros,"42,764",,,,,,
PE,26,01508,Belém de Maria,"12,122",,,,,,
PE,26,01607,Belém do São Francisco,"20,730",,,,,,
PE,26,01706,Belo Jardim,"76,687",,,,,,
PE,26,01805,Betânia,"12,765",,,,,,
PE,26,01904,Bezerros,"60,880",,,,,,
PE,26,02001,Bodocó,"38,378",,,,,,
PE,26,02100,Bom Conselho,"48,767",,,,,,
PE,26,02209,Bom Jardim,"39,983",,,,,,
PE,26,02308,Bonito,"38,117",,,,,,
PE,26,02407,Brejão,"8,987",,,,,,
PE,26,02506,Brejinho,"7,488",,,,,,
PE,26,02605,Brejo da Madre de Deus,"51,225",,,,,,
PE,26,02704,Buenos Aires,"13,190",,,,,,
PE,26,02803,Buíque,"58,919",,,,,,
PE,26,02902,Cabo de Santo Agostinho,"208,944",,,,,,
PE,26,03009,Cabrobó,"34,503",,,,,,
PE,26,03108,Cachoeirinha,"20,501",,,,,,
PE,26,03207,Caetés,"28,904",,,,,,
PE,26,03306,Calçado,"11,018",,,,,,
PE,26,03405,Calumbi,"5,747",,,,,,
PE,26,03454,Camaragibe,"158,899",,,,,,
PE,26,03504,Camocim de São Félix,"18,900",,,,,,
PE,26,03603,Camutanga,"8,572",,,,,,
PE,26,03702,Canhotinho,"24,773",,,,,,
PE,26,03801,Capoeiras,"20,048",,,,,,
PE,26,03900,Carnaíba,"19,609",,,,,,
PE,26,03926,Carnaubeira da Penha,"13,025",,,,,,
PE,26,04007,Carpina,"84,395",,,,,,
PE,26,04106,Caruaru,"365,278",,,,,,
PE,26,04155,Casinhas,"14,368",,,,,,
PE,26,04205,Catende,"43,340",,,,,,
PE,26,04304,Cedro,"11,891",,,,,,
PE,26,04403,Chã de Alegria,"13,556",,,,,,
PE,26,04502,Chã Grande,"21,815",,,,,,
PE,26,04601,Condado,"26,590",,,,,,
PE,26,04700,Correntes,"18,268",,,,,,
PE,26,04809,Cortês,"12,560",,,,,,
PE,26,04908,Cumaru,"10,192",,,,,,
PE,26,05004,Cupira,"24,173",,,,,,
PE,26,05103,Custódia,"37,375",,,,,,
PE,26,05152,Dormentes,"19,079",,,,,,
PE,26,05202,Escada,"69,292",,,,,,
PE,26,05301,Exu,"31,766",,,,,,
PE,26,05400,Feira Nova,"22,247",,,,,,
PE,26,05459,Fernando de Noronha,"3,101",,,,,,
PE,26,05509,Ferreiros,12170(8),,,,,,
PE,26,05608,Flores,"22,618",,,,,,
PE,26,05707,Floresta,"33,184",,,,,,
PE,26,05806,Frei Miguelinho,"15,546",,,,,,
PE,26,05905,Gameleira,"31,318",,,,,,
PE,26,06002,Garanhuns,"140,577",,,,,,
PE,26,06101,Glória do Goitá,"30,751",,,,,,
PE,26,06200,Goiana,"80,055",,,,,,
PE,26,06309,Granito,"7,537",,,,,,
PE,26,06408,Gravatá,"84,699",,,,,,
PE,26,06507,Iati,"19,241",,,,,,
PE,26,06606,Ibimirim,"29,412",,,,,,
PE,26,06705,Ibirajuba,"7,768",,,,,,
PE,26,06804,Igarassu,"118,370",,,,,,
PE,26,06903,Iguaracy,"12,247",,,,,,
PE,26,07000,Inajá,"23,645",,,,,,
PE,26,07109,Ingazeira,"4,543",,,,,,
PE,26,07208,Ipojuca,"97,669",,,,,,
PE,26,07307,Ipubi,"31,187",,,,,,
PE,26,07406,Itacuruba,"4,966",,,,,,
PE,26,07505,Itaíba,"26,308",,,,,,
PE,26,07604,Ilha de Itamaracá,"26,672",,,,,,
PE,26,07653,Itambé,"36,471",,,,,,
PE,26,07703,Itapetim,"13,553",,,,,,
PE,26,07752,Itapissuma,"26,900",,,,,,
PE,26,07802,Itaquitinga,"17,006",,,,,,
PE,26,07901,Jaboatão dos Guararapes,"706,867",,,,,,
PE,26,07950,Jaqueira,"11,644",,,,,,
PE,26,08008,Jataúba,"17,228",,,,,,
PE,26,08057,Jatobá,"14,850",,,,,,
PE,26,08107,João Alfredo,"33,328",,,,,,
PE,26,08206,Joaquim Nabuco,"16,011",,,,,,
PE,26,08255,Jucati,"11,485",,,,,,
PE,26,08305,Jupi,"14,922",,,,,,
PE,26,08404,Jurema,"15,431",,,,,,
PE,26,08453,Lagoa do Carro,"18,252",,,,,,
PE,26,08503,Lagoa de Itaenga,"21,460",,,,,,
PE,26,08602,Lagoa do Ouro,"13,224",,,,,,
PE,26,08701,Lagoa dos Gatos,"16,318",,,,,,
PE,26,08750,Lagoa Grande,"25,849",,,,,,
PE,26,08800,Lajedo,"40,589",,,,,,
PE,26,08909,Limoeiro,"56,198",,,,,,
PE,26,09006,Macaparana,"25,472",,,,,,
PE,26,09105,Machados,"16,321",,,,,,
PE,26,09154,Manari,"21,776",,,,,,
PE,26,09204,Maraial,"11,220",,,,,,
PE,26,09303,Mirandiba,"15,470",,,,,,
PE,26,09402,Moreno,"63,294",,,,,,
PE,26,09501,Nazaré da Mata,"32,573",,,,,,
PE,26,09600,Olinda,"393,115",,,,,,
PE,26,09709,Orobó,"23,935",,,,,,
PE,26,09808,Orocó,"15,152",,,,,,
PE,26,09907,Ouricuri,"69,969",,,,,,
PE,26,10004,Palmares,"63,500",,,,,,
PE,26,10103,Palmeirina,"7,600",,,,,,
PE,26,10202,Panelas,"26,456",,,,,,
PE,26,10301,Paranatama,"11,566",,,,,,
PE,26,10400,Parnamirim,"22,106",,,,,,
PE,26,10509,Passira,"28,894",,,,,,
PE,26,10608,Paudalho,"56,933",,,,,,
PE,26,10707,Paulista,"334,376",,,,,,
PE,26,10806,Pedra,"22,668",,,,,,
PE,26,10905,Pesqueira,"67,735",,,,,,
PE,26,11002,Petrolândia,"36,901",,,,,,
PE,26,11101,Petrolina,"354,317",,,,,,
PE,26,11200,Poção,"11,305",,,,,,
PE,26,11309,Pombos,"27,148",,,,,,
PE,26,11408,Primavera,"15,101",,,,,,
PE,26,11507,Quipapá,"26,175",,,,,,
PE,26,11533,Quixaba,"6,805",,,,,,
PE,26,11606,Recife,"1,653,461",,,,,,
PE,26,11705,Riacho das Almas,"20,646",,,,,,
PE,26,11804,Ribeirão,"47,616",,,,,,
PE,26,11903,Rio Formoso,"23,628",,,,,,
PE,26,12000,Sairé,"9,764",,,,,,
PE,26,12109,Salgadinho,"11,068",,,,,,
PE,26,12208,Salgueiro,"61,249",,,,,,
PE,26,12307,Saloá,"15,862",,,,,,
PE,26,12406,Sanharó,"26,890",,,,,,
PE,26,12455,Santa Cruz,"15,558",,,,,,
PE,26,12471,Santa Cruz da Baixa Verde,"12,650",,,,,,
PE,26,12505,Santa Cruz do Capibaribe,"109,897",,,,,,
PE,26,12554,Santa Filomena,"14,562",,,,,,
PE,26,12604,Santa Maria da Boa Vista,"42,100",,,,,,
PE,26,12703,Santa Maria do Cambucá,"14,223",,,,,,
PE,26,12802,Santa Terezinha,"11,865",,,,,,
PE,26,12901,São Benedito do Sul,"16,069",,,,,,
PE,26,13008,São Bento do Una,"60,042",,,,,,
PE,26,13107,São Caitano,"37,368",,,,,,
PE,26,13206,São João,"22,899",,,,,,
PE,26,13305,São Joaquim do Monte,"21,398",,,,,,
PE,26,13404,São José da Coroa Grande,"21,586",,,,,,
PE,26,13503,São José do Belmonte,"34,021",,,,,,
PE,26,13602,São José do Egito,"34,056",,,,,,
PE,26,13701,São Lourenço da Mata,"114,079",,,,,,
PE,26,13800,São Vicente Férrer,"18,085",,,,,,
PE,26,13909,Serra Talhada,"86,915",,,,,,
PE,26,14006,Serrita,"19,196",,,,,,
PE,26,14105,Sertânia,"36,050",,,,,,
PE,26,14204,Sirinhaém,"46,361",,,,,,
PE,26,14303,Moreilândia,"11,270",,,,,,
PE,26,14402,Solidão,"6,021",,,,,,
PE,26,14501,Surubim,"65,647",,,,,,
PE,26,14600,Tabira,"28,704",,,,,,
PE,26,14709,Tacaimbó,"12,859",,,,,,
PE,26,14808,Tacaratu,"26,106",,,,,,
PE,26,14857,Tamandaré,"23,623",,,,,,
PE,26,15003,Taquaritinga do Norte,"29,127",,,,,,
PE,26,15102,Terezinha,"7,198",,,,,,
PE,26,15201,Terra Nova,"10,206",,,,,,
PE,26,15300,Timbaúba,"52,802",,,,,,
PE,26,15409,Toritama,"46,164",,,,,,
PE,26,15508,Tracunhaém,"13,813",,,,,,
PE,26,15607,Trindade,"30,816",,,,,,
PE,26,15706,Triunfo,"15,243",,,,,,
PE,26,15805,Tupanatinga,"27,551",,,,,,
PE,26,15904,Tuparetama,"8,256",,,,,,
PE,26,16001,Venturosa,"18,661",,,,,,
PE,26,16100,Verdejante,"9,553",,,,,,
PE,26,16183,Vertente do Lério,"7,571",,,,,,
PE,26,16209,Vertentes,"20,954",,,,,,
PE,26,16308,Vicência,"32,772",,,,,,
PE,26,16407,Vitória de Santo Antão,"139,583",,,,,,
PE,26,16506,Xexéu,"14,757",,,,,,
AL,27,00102,Água Branca,"20,230",,,,,,
AL,27,00201,Anadia,"17,526",,,,,,
AL,27,00300,Arapiraca,"233,047",,,,,,
AL,27,00409,Atalaia,"47,365",,,,,,
AL,27,00508,Barra de Santo Antônio,"16,068",,,,,,
AL,27,00607,Barra de São Miguel,"8,378",,,,,,
AL,27,00706,Batalha,"18,338",,,,,,
AL,27,00805,Belém,"4,284",,,,,,
AL,27,00904,Belo Monte,"6,710",,,,,,
AL,27,01001,Boca da Mata,"27,356",,,,,,
AL,27,01100,Branquinha,"10,460",,,,,,
AL,27,01209,Cacimbinhas,"10,889",,,,,,
AL,27,01308,Cajueiro,"21,331",,,,,,
AL,27,01357,Campestre,"6,954",,,,,,
AL,27,01407,Campo Alegre,"57,537",,,,,,
AL,27,01506,Campo Grande,"9,567",,,,,,
AL,27,01605,Canapi,"17,719",,,,,,
AL,27,01704,Capela,"16,979",,,,,,
AL,27,01803,Carneiros,"9,159",,,,,,
AL,27,01902,Chã Preta,"7,311",,,,,,
AL,27,02009,Coité do Nóia,"10,643",,,,,,
AL,27,02108,Colônia Leopoldina,"21,818",,,,,,
AL,27,02207,Coqueiro Seco,"5,864",,,,,,
AL,27,02306,Coruripe,"57,294",,,,,,
AL,27,02355,Craíbas,"24,309",,,,,,
AL,27,02405,Delmiro Gouveia,"52,262",,,,,,
AL,27,02504,Dois Riachos,"11,067",,,,,,
AL,27,02553,Estrela de Alagoas,"18,255",,,,,,
AL,27,02603,Feira Grande,"22,178",,,,,,
AL,27,02702,Feliz Deserto,"4,779",,,,,,
AL,27,02801,Flexeiras,"12,807",,,,,,
AL,27,02900,Girau do Ponciano,"41,237",,,,,,
AL,27,03007,Ibateguara,"15,627",,,,,,
AL,27,03106,Igaci,"25,613",,,,,,
AL,27,03205,Igreja Nova,"24,586",,,,,,
AL,27,03304,Inhapi,"18,392",,,,,,
AL,27,03403,Jacaré dos Homens,"5,219",,,,,,
AL,27,03502,Jacuípe,"7,006",,,,,,
AL,27,03601,Japaratinga,"8,403",,,,,,
AL,27,03700,Jaramataia,"5,761",,,,,,
AL,27,03759,Jequiá da Praia,"11,536",,,,,,
AL,27,03809,Joaquim Gomes,"24,081",,,,,,
AL,27,03908,Jundiá,"4,137",,,,,,
AL,27,04005,Junqueiro,"24,722",,,,,,
AL,27,04104,Lagoa da Canoa,"17,771",,,,,,
AL,27,04203,Limoeiro de Anadia,"28,771",,,,,,
AL,27,04302,Maceió,"1,025,360",,,,,,
AL,27,04401,Major Isidoro,"19,864",,,,,,
AL,27,04500,Maragogi,"33,032",,,,,,
AL,27,04609,Maravilha,"9,004",,,,,,
AL,27,04708,Marechal Deodoro,"52,380",,,,,,
AL,27,04807,Maribondo,"13,193",,,,,,
AL,27,04906,Mar Vermelho,"3,494",,,,,,
AL,27,05002,Mata Grande,"25,207",,,,,,
AL,27,05101,Matriz de Camaragibe,"24,634",,,,,,
AL,27,05200,Messias,"18,031",,,,,,
AL,27,05309,Minador do Negrão,"5,322",,,,,,
AL,27,05408,Monteirópolis,"7,165",,,,,,
AL,27,05507,Murici,"28,333",,,,,,
AL,27,05606,Novo Lino,"12,764",,,,,,
AL,27,05705,Olho d'Água das Flores,"21,738",,,,,,
AL,27,05804,Olho d'Água do Casado,"9,441",,,,,,
AL,27,05903,Olho d'Água Grande,"5,128",,,,,,
AL,27,06000,Olivença,"11,657",,,,,,
AL,27,06109,Ouro Branco,"11,535",,,,,,
AL,27,06208,Palestina,"5,037",,,,,,
AL,27,06307,Palmeira dos Índios,"73,337",,,,,,
AL,27,06406,Pão de Açúcar,"24,351",,,,,,
AL,27,06422,Pariconha,"10,539",,,,,,
AL,27,06448,Paripueira,"13,332",,,,,,
AL,27,06505,Passo de Camaragibe,"15,258",,,,,,
AL,27,06604,Paulo Jacinto,"7,560",,,,,,
AL,27,06703,Penedo,"63,846",,,,,,
AL,27,06802,Piaçabuçu,"17,848",,,,,,
AL,27,06901,Pilar,"35,212",,,,,,
AL,27,07008,Pindoba,"2,905",,,,,,
AL,27,07107,Piranhas,"25,183",,,,,,
AL,27,07206,Poço das Trincheiras,"14,418",,,,,,
AL,27,07305,Porto Calvo,"27,249",,,,,,
AL,27,07404,Porto de Pedras,"7,701",,,,,,
AL,27,07503,Porto Real do Colégio,"20,112",,,,,,
AL,27,07602,Quebrangulo,"11,248",,,,,,
AL,27,07701,Rio Largo,"75,394",,,,,,
AL,27,07800,Roteiro,"6,649",,,,,,
AL,27,07909,Santa Luzia do Norte,"7,320",,,,,,
AL,27,08006,Santana do Ipanema,"47,819",,,,,,
AL,27,08105,Santana do Mundaú,"10,687",,,,,,
AL,27,08204,São Brás,"6,969",,,,,,
AL,27,08303,São José da Laje,"23,996",,,,,,
AL,27,08402,São José da Tapera,"32,405",,,,,,
AL,27,08501,São Luís do Quitunde,"34,692",,,,,,
AL,27,08600,São Miguel dos Campos,"61,797",,,,,,
AL,27,08709,São Miguel dos Milagres,"8,013",,,,,,
AL,27,08808,São Sebastião,"34,290",,,,,,
AL,27,08907,Satuba,"13,936",,,,,,
AL,27,08956,Senador Rui Palmeira,"13,921",,,,,,
AL,27,09004,Tanque d'Arca,"6,138",,,,,,
AL,27,09103,Taquarana,"20,072",,,,,,
AL,27,09152,Teotônio Vilela,"44,372",,,,,,
AL,27,09202,Traipu,"27,826",,,,,,
AL,27,09301,União dos Palmares,"65,790",,,,,,
AL,27,09400,Viçosa,"25,693",,,,,,
SE,28,00100,Amparo de São Francisco,"2,380",,,,,,
SE,28,00209,Aquidabã,"21,681",,,,,,
SE,28,00308,Aracaju,"664,908",,,,,,
SE,28,00407,Arauá,"9,947",,,,,,
SE,28,00506,Areia Branca,"18,686",,,,,,
SE,28,00605,Barra dos Coqueiros,"30,930",,,,,,
SE,28,00670,Boquim,"26,899",,,,,,
SE,28,00704,Brejo Grande,"8,353",,,,,,
SE,28,01009,Campo do Brito,"18,218",,,,,,
SE,28,01108,Canhoba,"4,006",,,,,,
SE,28,01207,Canindé de São Francisco,"30,402",,,,,,
SE,28,01306,Capela,"34,514",,,,,,
SE,28,01405,Carira,"22,239",,,,,,
SE,28,01504,Carmópolis,"16,937",,,,,,
SE,28,01603,Cedro de São João,"5,913",,,,,,
SE,28,01702,Cristinápolis,"18,029",,,,,,
SE,28,01900,Cumbe,"3,998",,,,,,
SE,28,02007,Divina Pastora,"5,215",,,,,,
SE,28,02106,Estância,"69,556",,,,,,
SE,28,02205,Feira Nova,"5,601",,,,,,
SE,28,02304,Frei Paulo,"15,556",,,,,,
SE,28,02403,Gararu,"11,601",,,,,,
SE,28,02502,General Maynard,"3,384",,,,,,
SE,28,02601,Graccho Cardoso,"5,824",,,,,,
SE,28,02700,Ilha das Flores,"8,521",,,,,,
SE,28,02809,Indiaroba,"18,149",,,,,,
SE,28,02908,Itabaiana,"96,142",,,,,,
SE,28,03005,Itabaianinha,"42,166",,,,,,
SE,28,03104,Itabi,"4,886",,,,,,
SE,28,03203,Itaporanga d'Ajuda,"34,709",,,,,,
SE,28,03302,Japaratuba,"18,907",,,,,,
SE,28,03401,Japoatã,"13,429",,,,,,
SE,28,03500,Lagarto,"105,221",,,,,,
SE,28,03609,Laranjeiras,"30,080",,,,,,
SE,28,03708,Macambira,"6,961",,,,,,
SE,28,03807,Malhada dos Bois,"3,699",,,,,,
SE,28,03906,Malhador,"12,653",,,,,,
SE,28,04003,Maruim,"17,271",,,,,,
SE,28,04102,Moita Bonita,"11,348",,,,,,
SE,28,04201,Monte Alegre de Sergipe,"15,175",,,,,,
SE,28,04300,Muribeca,"7,639",,,,,,
SE,28,04409,Neópolis,"18,703",,,,,,
SE,28,04458,Nossa Senhora Aparecida,"8,809",,,,,,
SE,28,04508,Nossa Senhora da Glória,"37,324",,,,,,
SE,28,04607,Nossa Senhora das Dores,"26,795",,,,,,
SE,28,04706,Nossa Senhora de Lourdes,"6,496",,,,,,
SE,28,04805,Nossa Senhora do Socorro,"185,706",,,,,,
SE,28,04904,Pacatuba,"14,540",,,,,,
SE,28,05000,Pedra Mole,"3,285",,,,,,
SE,28,05109,Pedrinhas,"9,665",,,,,,
SE,28,05208,Pinhão,"6,627",,,,,,
SE,28,05307,Pirambu,"9,359",,,,,,
SE,28,05406,Poço Redondo,"35,122",,,,,,
SE,28,05505,Poço Verde,"23,867",,,,,,
SE,28,05604,Porto da Folha,"28,693",,,,,,
SE,28,05703,Propriá,"29,692",,,,,,
SE,28,05802,Riachão do Dantas,"19,809",,,,,,
SE,28,05901,Riachuelo,"10,284",,,,,,
SE,28,06008,Ribeirópolis,"18,773",,,,,,
SE,28,06107,Rosário do Catete,"11,008",,,,,,
SE,28,06206,Salgado,"20,025",,,,,,
SE,28,06305,Santa Luzia do Itanhy,"14,121",,,,,,
SE,28,06404,Santana do São Francisco,"7,844",,,,,,
SE,28,06503,Santa Rosa de Lima,"3,923",,,,,,
SE,28,06602,Santo Amaro das Brotas,"12,151",,,,,,
SE,28,06701,São Cristóvão,"91,093",,,,,,
SE,28,06800,São Domingos,"11,207",,,,,,
SE,28,06909,São Francisco,"3,781",,,,,,
SE,28,07006,São Miguel do Aleixo,"3,947",,,,,,
SE,28,07105,Simão Dias,"40,606",,,,,,
SE,28,07204,Siriri,"8,970",,,,,,
SE,28,07303,Telha,"3,249",,,,,,
SE,28,07402,Tobias Barreto,"52,530",,,,,,
SE,28,07501,Tomar do Geru,"13,535",,,,,,
SE,28,07600,Umbaúba,"25,550",,,,,,
BA,29,00108,Abaíra,"8,710",,,,,,
BA,29,00207,Abaré,"20,347",,,,,,
BA,29,00306,Acajutiba,"15,187",,,,,,
BA,29,00355,Adustina,"17,126",,,,,,
BA,29,00405,Água Fria,"17,033",,,,,,
BA,29,00504,Érico Cardoso,"10,560",,,,,,
BA,29,00603,Aiquara,"4,416",,,,,,
BA,29,00702,Alagoinhas,"152,327",,,,,,
BA,29,00801,Alcobaça,"22,490",,,,,,
BA,29,00900,Almadina,"5,366",,,,,,
BA,29,01007,Amargosa,"37,441",,,,,,
BA,29,01106,Amélia Rodrigues,"25,048",,,,,,
BA,29,01155,América Dourada,"16,090",,,,,,
BA,29,01205,Anagé,"21,607",,,,,,
BA,29,01304,Andaraí,"13,132",,,,,,
BA,29,01353,Andorinha,"14,503",,,,,,
BA,29,01403,Angical,"13,938",,,,,,
BA,29,01502,Anguera,"11,297",,,,,,
BA,29,01601,Antas,"19,479",,,,,,
BA,29,01700,Antônio Cardoso,"11,677",,,,,,
BA,29,01809,Antônio Gonçalves,"11,878",,,,,,
BA,29,01908,Aporá,"17,788",,,,,,
BA,29,01957,Apuarema,"7,302",,,,,,
BA,29,02005,Aracatu,"13,045",,,,,,
BA,29,02054,Araçás,"12,208",,,,,,
BA,29,02104,Araci,"54,648",,,,,,
BA,29,02203,Aramari,"11,461",,,,,,
BA,29,02252,Arataca,"10,961",,,,,,
BA,29,02302,Aratuípe,"8,837",,,,,,
BA,29,02401,Aurelino Leal,"11,299",,,,,,
BA,29,02500,Baianópolis,"13,929",,,,,,
BA,29,02609,Baixa Grande,"20,449",,,,,,
BA,29,02658,Banzaê,"13,240",,,,,,
BA,29,02708,Barra,"53,910",,,,,,
BA,29,02807,Barra da Estiva,"20,392",,,,,,
BA,29,02906,Barra do Choça,"31,209",,,,,,
BA,29,03003,Barra do Mendes,"13,833",,,,,,
BA,29,03102,Barra do Rocha,"5,612",,,,,,
BA,29,03201,Barreiras,"156,975",,,,,,
BA,29,03235,Barro Alto,"15,054",,,,,,
BA,29,03276,Barrocas,"16,105",,,,,,
BA,29,03300,Barro Preto,"5,448",,,,,,
BA,29,03409,Belmonte,"23,437",,,,,,
BA,29,03508,Belo Campo,"17,109",,,,,,
BA,29,03607,Biritinga,"15,984",,,,,,
BA,29,03706,Boa Nova,"12,329",,,,,,
