UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,,,,,,
MG,31,51206,Pirapora,"56,640",,,,,,
MG,31,51305,Piraúba,"10,759",,,,,,
MG,31,51404,Pitangui,"28,215",,,,,,
MG,31,51503,Piumhi,"34,918",,,,,,
MG,31,51602,Planura,"12,292",,,,,,
MG,31,51701,Poço Fundo,"16,846",,,,,,
MG,31,51800,Poços de Caldas,"168,641",,,,,,
MG,31,51909,Pocrane,"8,359",,,,,,
MG,31,52006,Pompéu,"32,035",,,,,,
MG,31,52105,Ponte Nova,"59,875",,,,,,
MG,31,52131,Ponto Chique,"4,283",,,,,,
MG,31,52170,Ponto dos Volantes,"12,179",,,,,,
MG,31,52204,Porteirinha,"37,864",,,,,,
MG,31,52303,Porto Firme,"11,348",,,,,,
MG,31,52402,Poté,"16,616",,,,,,
MG,31,52501,Pouso Alegre,"152,549",,,,,,
MG,31,52600,Pouso Alto,"5,900",,,,,,
MG,31,52709,Prados,"9,080",,,,,,
MG,31,52808,Prata,"28,017",,,,,,
MG,31,52907,Pratápolis,"8,566",,,,,,
MG,31,53004,Pratinha,"3,631",,,,,,
MG,31,53103,Presidente Bernardes,"5,341",,,,,,
MG,31,53202,Presidente Juscelino,"3,606",,,,,,
MG,31,53301,Presidente Kubitschek,"3,001",,,,,,
MG,31,53400,Presidente Olegário,"19,627",,,,,,
MG,31,53509,Alto Jequitibá,"8,301",,,,,,
MG,31,53608,Prudente de Morais,"10,834",,,,,,
MG,31,53707,Quartel Geral,"3,584",,,,,,
MG,31,53806,Queluzito,"1,943",,,,,,
MG,31,53905,Raposos,"16,429",,,,,,
MG,31,54002,Raul Soares,"23,711",,,,,,
MG,31,54101,Recreio,"10,520",,,,,,
MG,31,54150,Reduto,"7,201",,,,,,
MG,31,54200,Resende Costa,"11,540",,,,,,
MG,31,54309,Resplendor,"17,396",,,,,,
MG,31,54408,Ressaquinha,"4,817",,,,,,
MG,31,54457,Riachinho,"8,134",,,,,,
MG,31,54507,Riacho dos Machados,"9,476",,,,,,
MG,31,54606,Ribeirão das Neves,"338,197",,,,,,
MG,31,54705,Ribeirão Vermelho,"4,047",,,,,,
MG,31,54804,Rio Acima,"10,420",,,,,,
MG,31,54903,Rio Casca,"13,473",,,,,,
MG,31,55009,Rio Doce,"2,620",,,,,,
MG,31,55108,Rio do Prado,"5,133",,,,,,
MG,31,55207,Rio Espera,"5,402",,,,,,
MG,31,55306,Rio Manso,"5,879",,,,,,
MG,31,55405,Rio Novo,"8,957",,,,,,
MG,31,55504,Rio Paranaíba,"12,335",,,,,,
MG,31,55603,Rio Pardo de Minas,"31,045",,,,,,
MG,31,55702,Rio Piracicaba,"14,332",,,,,,
MG,31,55801,Rio Pomba,"17,959",,,,,,
MG,31,55900,Rio Preto,"5,485",,,,,,
MG,31,56007,Rio Vermelho,"12,739",,,,,,
MG,31,56106,Ritápolis,"4,562",,,,,,
MG,31,56205,Rochedo de Minas,"2,320",,,,,,
MG,31,56304,Rodeiro,"8,224",,,,,,
MG,31,56403,Romaria,"3,520",,,,,,
MG,31,56452,Rosário da Limeira,"4,622",,,,,,
MG,31,56502,Rubelita,"5,798",,,,,,
MG,31,56601,Rubim,"10,256",,,,,,
MG,31,56700,Sabará,"137,125",,,,,,
MG,31,56809,Sabinópolis,"15,416",,,,,,
MG,31,56908,Sacramento,"26,374",,,,,,
MG,31,57005,Salinas,"41,699",,,,,,
MG,31,57104,Salto da Divisa,"7,012",,,,,,
MG,31,57203,Santa Bárbara,"31,604",,,,,,
MG,31,57252,Santa Bárbara do Leste,"8,181",,,,,,
MG,31,57278,Santa Bárbara do Monte Verde,"3,182",,,,,,
MG,31,57302,Santa Bárbara do Tugúrio,"4,407",,,,,,
MG,31,57336,Santa Cruz de Minas,"8,664",,,,,,
MG,31,57377,Santa Cruz de Salinas,"4,107",,,,,,
MG,31,57401,Santa Cruz do Escalvado,"4,725",,,,,,
MG,31,57500,Santa Efigênia de Minas,"4,381",,,,,,
MG,31,57609,Santa Fé de Minas,"3,826",,,,,,
MG,31,57658,Santa Helena de Minas,"6,386",,,,,,
MG,31,57708,Santa Juliana,"14,255",,,,,,
MG,31,57807,Santa Luzia,"220,444",,,,,,
MG,31,57906,Santa Margarida,"16,302",,,,,,
MG,31,58003,Santa Maria de Itabira,"10,857",,,,,,
MG,31,58102,Santa Maria do Salto,"5,217",,,,,,
MG,31,58201,Santa Maria do Suaçuí,"14,611",,,,,,
MG,31,58300,Santana da Vargem,"7,073",,,,,,
MG,31,58409,Santana de Cataguases,"3,891",,,,,,
MG,31,58508,Santana de Pirapama,"7,589",,,,,,
MG,31,58607,Santana do Deserto,"3,981",,,,,,
MG,31,58706,Santana do Garambéu,"2,476",,,,,,
MG,31,58805,Santana do Jacaré,"4,834",,,,,,
MG,31,58904,Santana do Manhuaçu,"8,667",,,,,,
MG,31,58953,Santana do Paraíso,"35,369",,,,,,
MG,31,59001,Santana do Riacho,"4,315",,,,,,
MG,31,59100,Santana dos Montes,"3,765",,,,,,
MG,31,59209,Santa Rita de Caldas,"8,924",,,,,,
MG,31,59308,Santa Rita de Jacutinga,"4,863",,,,,,
MG,31,59357,Santa Rita de Minas,"7,268",,,,,,
MG,31,59407,Santa Rita de Ibitipoca,"3,402",,,,,,
MG,31,59506,Santa Rita do Itueto,"5,457",,,,,,
MG,31,59605,Santa Rita do Sapucaí,"43,753",,,,,,
MG,31,59704,Santa Rosa da Serra,"3,357",,,,,,
MG,31,59803,Santa Vitória,"19,872",,,,,,
MG,31,59902,Santo Antônio do Amparo,"18,613",,,,,,
MG,31,60009,Santo Antônio do Aventureiro,"3,602",,,,,,
MG,31,60108,Santo Antônio do Grama,"3,886",,,,,,
MG,31,60207,Santo Antônio do Itambé,"3,799",,,,,,
MG,31,60306,Santo Antônio do Jacinto,"11,604",,,,,,
MG,31,60405,Santo Antônio do Monte,"28,427",,,,,,
MG,31,60454,Santo Antônio do Retiro,"7,297",,,,,,
MG,31,60504,Santo Antônio do Rio Abaixo,"1,760",,,,,,
MG,31,60603,Santo Hipólito,"3,065",,,,,,
MG,31,60702,Santos Dumont,"46,421",,,,,,
MG,31,60801,São Bento Abade,"5,349",,,,,,
MG,31,60900,São Brás do Suaçuí,"3,754",,,,,,
MG,31,60959,São Domingos das Dores,"5,658",,,,,,
MG,31,61007,São Domingos do Prata,"17,327",,,,,,
MG,31,61056,São Félix de Minas,"3,362",,,,,,
MG,31,61106,São Francisco,"56,477",,,,,,
MG,31,61205,São Francisco de Paula,"6,520",,,,,,
MG,31,61304,São Francisco de Sales,"6,274",,,,,,
MG,31,61403,São Francisco do Glória,"4,800",,,,,,
MG,31,61502,São Geraldo,"12,562",,,,,,
MG,31,61601,São Geraldo da Piedade,"3,910",,,,,,
MG,31,61650,São Geraldo do Baixio,"4,059",,,,,,
MG,31,61700,São Gonçalo do Abaeté,"8,459",,,,,,
MG,31,61809,São Gonçalo do Pará,"12,597",,,,,,
MG,31,61908,São Gonçalo do Rio Abaixo,"11,019",,,,,,
MG,31,62005,São Gonçalo do Sapucaí,"25,561",,,,,,
MG,31,62104,São Gotardo,"35,782",,,,,,
MG,31,62203,São João Batista do Glória,"7,498",,,,,,
MG,31,62252,São João da Lagoa,"4,932",,,,,,
MG,31,62302,São João da Mata,"2,746",,,,,,
MG,31,62401,São João da Ponte,"25,098",,,,,,
MG,31,62450,São João das Missões,"13,125",,,,,,
MG,31,62500,São João del Rei,"90,497",,,,,,
MG,31,62559,São João do Manhuaçu,"11,674",,,,,,
MG,31,62575,São João do Manteninha,"5,918",,,,,,
MG,31,62609,São João do Oriente,"7,444",,,,,,
MG,31,62658,São João do Pacuí,"4,448",,,,,,
MG,31,62708,São João do Paraíso,"23,709",,,,,,
MG,31,62807,São João Evangelista,"15,767",,,,,,
MG,31,62906,São João Nepomuceno,"26,447",,,,,,
MG,31,62922,São Joaquim de Bicas,"32,148",,,,,,
MG,31,62948,São José da Barra,"7,480",,,,,,
MG,31,62955,São José da Lapa,"24,135",,,,,,
MG,31,63003,São José da Safira,"4,280",,,,,,
MG,31,63102,São José da Varginha,"5,079",,,,,,
MG,31,63201,São José do Alegre,"4,210",,,,,,
MG,31,63300,São José do Divino,"3,856",,,,,,
MG,31,63409,São José do Goiabal,"5,387",,,,,,
MG,31,63508,São José do Jacuri,"6,431",,,,,,
MG,31,63607,São José do Mantimento,"2,806",,,,,,
MG,31,63706,São Lourenço,"46,202",,,,,,
MG,31,63805,São Miguel do Anta,"6,944",,,,,,
MG,31,63904,São Pedro da União,"4,610",,,,,,
MG,31,64001,São Pedro dos Ferros,"7,706",,,,,,
MG,31,64100,São Pedro do Suaçuí,"5,202",,,,,,
MG,31,64209,São Romão,"12,529",,,,,,
MG,31,64308,São Roque de Minas,"7,076",,,,,,
MG,31,64407,São Sebastião da Bela Vista,"5,552",,,,,,
MG,31,64431,São Sebastião da Vargem Alegre,"3,024",,,,,,
MG,31,64472,São Sebastião do Anta,"6,627",,,,,,
MG,31,64506,São Sebastião do Maranhão,"9,963",,,,,,
MG,31,64605,São Sebastião do Oeste,"6,863",,,,,,
MG,31,64704,São Sebastião do Paraíso,"71,445",,,,,,
MG,31,64803,São Sebastião do Rio Preto,"1,492",,,,,,
MG,31,64902,São Sebastião do Rio Verde,"2,250",,,,,,
MG,31,65008,São Tiago,"10,960",,,,,,
MG,31,65107,São Tomás de Aquino,"7,000",,,,,,
MG,31,65206,São Tomé das Letras,"7,120",,,,,,
MG,31,65305,São Vicente de Minas,"7,815",,,,,,
MG,31,65404,Sapucaí-Mirim,"6,989",,,,,,
MG,31,65503,Sardoá,"6,361",,,,,,
MG,31,65537,Sarzedo,"33,413",,,,,,
MG,31,65552,Setubinha,"12,378",,,,,,
MG,31,65560,Sem-Peixe,"2,606",,,,,,
MG,31,65578,Senador Amaral,"5,361",,,,,,
MG,31,65602,Senador Cortes,"2,003",,,,,,
MG,31,65701,Senador Firmino,"7,858",,,,,,
MG,31,65800,Senador José Bento,"1,461",,,,,,
MG,31,65909,Senador Modestino Gonçalves,"4,105",,,,,,
MG,31,66006,Senhora de Oliveira,"5,786",,,,,,
MG,31,66105,Senhora do Porto,"3,519",,,,,,
MG,31,66204,Senhora dos Remédios,"10,467",,,,,,
MG,31,66303,Sericita,"7,333",,,,,,
MG,31,66402,Seritinga,"1,854",,,,,,
MG,31,66501,Serra Azul de Minas,"4,292",,,,,,
MG,31,66600,Serra da Saudade,776,,,,,,
MG,31,66709,Serra dos Aimorés,"8,713",,,,,,
MG,31,66808,Serra do Salitre,"11,668",,,,,,
MG,31,66907,Serrania,"7,668",,,,,,
MG,31,66956,Serranópolis de Minas,"4,809",,,,,,
MG,31,67004,Serranos,"1,956",,,,,,
MG,31,67103,Serro,"20,940",,,,,,
MG,31,67202,Sete Lagoas,"241,835",,,,,,
MG,31,67301,Silveirânia,"2,264",,,,,,
MG,31,67400,Silvianópolis,"6,248",,,,,,
MG,31,67509,Simão Pereira,"2,618",,,,,,
MG,31,67608,Simonésia,"19,736",,,,,,
MG,31,67707,Sobrália,"5,514",,,,,,
MG,31,67806,Soledade de Minas,"6,189",,,,,,
MG,31,67905,Tabuleiro,"3,708",,,,,,
MG,31,68002,Taiobeiras,"34,397",,,,,,
MG,31,68051,Taparuba,"3,101",,,,,,
MG,31,68101,Tapira,"4,832",,,,,,
MG,31,68200,Tapiraí,"1,872",,,,,,
MG,31,68309,Taquaraçu de Minas,"4,099",,,,,,
MG,31,68408,Tarumirim,"14,302",,,,,,
MG,31,68507,Teixeiras,"11,670",,,,,,
MG,31,68606,Teófilo Otoni,"140,937",,,,,,
MG,31,68705,Timóteo,"90,568",,,,,,
MG,31,68804,Tiradentes,"8,072",,,,,,
MG,31,68903,Tiros,"6,424",,,,,,
MG,31,69000,Tocantins,"16,715",,,,,,
MG,31,69059,Tocos do Moji,"4,109",,,,,,
MG,31,69109,Toledo,"6,297",,,,,,
MG,31,69208,Tombos,"7,850",,,,,,
MG,31,69307,Três Corações,"80,032",,,,,,
MG,31,69356,Três Marias,"32,716",,,,,,
MG,31,69406,Três Pontas,"56,940",,,,,,
MG,31,69505,Tumiritinga,"6,765",,,,,,
MG,31,69604,Tupaciguara,"25,398",,,,,,
MG,31,69703,Turmalina,"20,125",,,,,,
MG,31,69802,Turvolândia,"5,070",,,,,,
MG,31,69901,Ubá,"116,797",,,,,,
MG,31,70008,Ubaí,"12,599",,,,,,
MG,31,70057,Ubaporanga,"12,493",,,,,,
MG,31,70107,Uberaba,"337,092",,,,,,
MG,31,70206,Uberlândia,"699,097",,,,,,
MG,31,70305,Umburatiba,"2,596",,,,,,
MG,31,70404,Unaí,"84,930",,,,,,
MG,31,70438,União de Minas,"4,284",,,,,,
MG,31,70479,Uruana de Minas,"3,260",,,,,,
MG,31,70503,Urucânia,"10,345",,,,,,
MG,31,70529,Urucuia,"17,173",,,,,,
MG,31,70578,Vargem Alegre,"6,470",,,,,,
MG,31,70602,Vargem Bonita,"2,148",,,,,,
MG,31,70651,Vargem Grande do Rio Pardo,"5,026",,,,,,
MG,31,70701,Varginha,"136,602",,,,,,
MG,31,70750,Varjão de Minas,"7,138",,,,,,
MG,31,70800,Várzea da Palma,"39,803",,,,,,
MG,31,70909,Varzelândia,"19,305",,,,,,
MG,31,71006,Vazante,"20,642",,,,,,
MG,31,71030,Verdelândia,"9,443",,,,,,
MG,31,71071,Veredinha,"5,727",,,,,,
MG,31,71105,Veríssimo,"4,045",,,,,,
MG,31,71154,Vermelho Novo,"4,846",,,,,,
MG,31,71204,Vespasiano,"129,765",,,,,,
MG,31,71303,Viçosa,"79,388",,,,,,
MG,31,71402,Vieiras,"3,589",,,,,,
MG,31,71501,Mathias Lobato,"3,179",,,,,,
MG,31,71600,Virgem da Lapa,"13,740",,,,,,
MG,31,71709,Virgínia,"8,663",,,,,,
MG,31,71808,Virginópolis,"10,484",,,,,,
MG,31,71907,Virgolândia,"5,340",,,,,,
MG,31,72004,Visconde do Rio Branco,"42,965",,,,,,
MG,31,72103,Volta Grande,"5,261",,,,,,
MG,31,72202,Wenceslau Braz,"2,548",,,,,,
ES,32,00102,Afonso Cláudio,"30,455",,,,,,
ES,32,00136,Águia Branca,"9,631",,,,,,
ES,32,00169,Água Doce do Norte,"10,909",,,,,,
ES,32,00201,Alegre,"29,975",,,,,,
ES,32,00300,Alfredo Chaves,"14,636",,,,,,
ES,32,00359,Alto Rio Novo,"7,874",,,,,,
ES,32,00409,Anchieta,"29,779",,,,,,
ES,32,00508,Apiacá,"7,554",,,,,,
ES,32,00607,Aracruz,"103,101",,,,,,
ES,32,00706,Atilio Vivacqua,"12,105",,,,,,
ES,32,00805,Baixo Guandu,"31,132",,,,,,
ES,32,00904,Barra de São Francisco,"44,979",,,,,,
ES,32,01001,Boa Esperança,"15,092",,,,,,
ES,32,01100,Bom Jesus do Norte,"9,962",,,,,,
ES,32,01159,Brejetuba,"12,427",,,,,,
ES,32,01209,Cachoeiro de Itapemirim,"210,589",,,,,,
ES,32,01308,Cariacica,"383,917",,,,,,
ES,32,01407,Castelo,"37,747",,,,,,
ES,32,01506,Colatina,"123,400",,,,,,
ES,32,01605,Conceição da Barra,"31,273",,,,,,
ES,32,01704,Conceição do Castelo,"12,806",,,,,,
ES,32,01803,Divino de São Lourenço,"4,270",,,,,,
ES,32,01902,Domingos Martins,"33,986",,,,,,
ES,32,02009,Dores do Rio Preto,"6,771",,,,,,
ES,32,02108,Ecoporanga,"22,835",,,,,,
ES,32,02207,Fundão,"21,948",,,,,,
ES,32,02256,Governador Lindenberg,"12,880",,,,,,
ES,32,02306,Guaçuí,"31,122",,,,,,
ES,32,02405,Guarapari,"126,701",,,,,,
ES,32,02454,Ibatiba,"26,426",,,,,,
ES,32,02504,Ibiraçu,"12,591",,,,,,
ES,32,02553,Ibitirama,"8,859",,,,,,
ES,32,02603,Iconha,"13,973",,,,,,
ES,32,02652,Irupi,"13,526",,,,,,
ES,32,02702,Itaguaçu,"14,023",,,,,,
ES,32,02801,Itapemirim,"34,656",,,,,,
ES,32,02900,Itarana,"10,494",,,,,,
ES,32,03007,Iúna,"29,290",,,,,,
ES,32,03056,Jaguaré,"31,039",,,,,,
ES,32,03106,Jerônimo Monteiro,"12,265",,,,,,
ES,32,03130,João Neiva,"16,722",,,,,,
ES,32,03163,Laranja da Terra,"10,933",,,,,,
ES,32,03205,Linhares,"176,688",,,,,,
ES,32,03304,Mantenópolis,"15,503",,,,,,
ES,32,03320,Marataízes,"38,883",,,,,,
ES,32,03346,Marechal Floriano,"16,920",,,,,,
ES,32,03353,Marilândia,"12,963",,,,,,
ES,32,03403,Mimoso do Sul,"26,115",,,,,,
ES,32,03502,Montanha,"18,894",,,,,,
ES,32,03601,Mucurici,"5,496",,,,,,
ES,32,03700,Muniz Freire,"17,319",,,,,,
ES,32,03809,Muqui,"15,526",,,,,,
ES,32,03908,Nova Venécia,"50,434",,,,,,
ES,32,04005,Pancas,"23,306",,,,,,
ES,32,04054,Pedro Canário,"26,381",,,,,,
ES,32,04104,Pinheiros,"27,327",,,,,,
ES,32,04203,Piúma,"22,053",,,,,,
ES,32,04252,Ponto Belo,"7,940",,,,,,
ES,32,04302,Presidente Kennedy,"11,658",,,,,,
ES,32,04351,Rio Bananal,"19,271",,,,,,
ES,32,04401,Rio Novo do Sul,"11,626",,,,,,
ES,32,04500,Santa Leopoldina,"12,197",,,,,,
ES,32,04559,Santa Maria de Jetibá,"41,015",,,,,,
ES,32,04609,Santa Teresa,"23,724",,,,,,
ES,32,04658,São Domingos do Norte,"8,687",,,,,,
ES,32,04708,São Gabriel da Palha,"38,522",,,,,,
ES,32,04807,São José do Calçado,"10,546",,,,,,
ES,32,04906,São Mateus,"132,642",,,,,,
ES,32,04955,São Roque do Canaã,"12,510",,,,,,
ES,32,05002,Serra,"527,240",,,,,,
ES,32,05010,Sooretama,"30,680",,,,,,
ES,32,05036,Vargem Alta,"21,591",,,,,,
ES,32,05069,Venda Nova do Imigrante,"25,745",,,,,,
ES,32,05101,Viana,"79,500",,,,,,
ES,32,05150,Vila Pavão,"9,244",,,,,,
ES,32,05176,Vila Valério,"14,073",,,,,,
ES,32,05200,Vila Velha,"501,325",,,,,,
ES,32,05309,Vitória,"365,855",,,,,,
RJ,33,00100,Angra dos Reis,"207,044",,,,,,
RJ,33,00159,Aperibé,"11,901",,,,,,
RJ,33,00209,Araruama,"134,293",,,,,,
RJ,33,00225,Areal,"12,669",,,,,,
RJ,33,00233,Armação dos Búzios,"34,477",,,,,,
RJ,33,00258,Arraial do Cabo,"30,593",,,,,,
RJ,33,00308,Barra do Piraí,"100,764",,,,,,
RJ,33,00407,Barra Mansa,"184,833",,,,,,
RJ,33,00456,Belford Roxo,"513,118",,,,,,
RJ,33,00506,Bom Jardim,"27,616",,,,,,
RJ,33,00605,Bom Jesus do Itabapoana,"37,203",,,,,,
RJ,33,00704,Cabo Frio,"230,378",,,,,,
RJ,33,00803,Cachoeiras de Macacu,"59,303",,,,,,
RJ,33,00902,Cambuci,"15,514",,,,,,
RJ,33,00936,Carapebus,"16,586",,,,,,
RJ,33,00951,Comendador Levy Gasparian,"8,576",,,,,,
RJ,33,01009,Campos dos Goytacazes,"511,168",,,,,,
RJ,33,01108,Cantagalo,"20,168",,,,,,
RJ,33,01157,Cardoso Moreira,"12,821",,,,,,
RJ,33,01207,Carmo,"19,030",,,,,,
RJ,33,01306,Casimiro de Abreu,"45,041",,,,,,
RJ,33,01405,Conceição de Macabu,"23,398",,,,,,
RJ,33,01504,Cordeiro,"22,041",,,,,,
RJ,33,01603,Duas Barras,"11,528",,,,,,
RJ,33,01702,Duque de Caxias,"924,624",,,,,,
RJ,33,01801,Engenheiro Paulo de Frontin,"14,071",,,,,,
RJ,33,01850,Guapimirim,"61,388",,,,,,
RJ,33,01876,Iguaba Grande,"28,837",,,,,,
RJ,33,01900,Itaboraí,"242,543",,,,,,
RJ,33,02007,Itaguaí,"134,819",,,,,,
RJ,33,02056,Italva,"15,299",,,,,,
RJ,33,02106,Itaocara,"23,222",,,,,,
RJ,33,02205,Itaperuna,"103,800",,,,,,
RJ,33,02254,Itatiaia,"32,064",,,,,,
RJ,33,02270,Japeri,"105,548",,,,,,
RJ,33,02304,Laje do Muriaé,"7,326",,,,,,
RJ,33,02403,Macaé,"261,501",,,,,,
RJ,33,02452,Macuco,"5,623",,,,,,
RJ,33,02502,Magé,"246,433",,,,,,
RJ,33,02601,Mangaratiba,"45,220",,,,,,
RJ,33,02700,Maricá,"164,504",,,,,,
RJ,33,02809,Mendes,"18,648",,,,,,
RJ,33,02858,Mesquita,"176,569",,,,,,
RJ,33,02908,Miguel Pereira,"25,581",,,,,,
RJ,33,03005,Miracema,"27,154",,,,,,
RJ,33,03104,Natividade,"15,311",,,,,,
RJ,33,03203,Nilópolis,"162,693",,,,,,
RJ,33,03302,Niterói,"515,317",,,,,,
RJ,33,03401,Nova Friburgo,"191,158",,,,,,
RJ,33,03500,Nova Iguaçu,"823,302",,,,,,
RJ,33,03609,Paracambi,"52,683",,,,,,
RJ,33,03708,Paraíba do Sul,"44,518",,,,,,
RJ,33,03807,Paraty,"43,680",,,,,,
RJ,33,03856,Paty do Alferes,"27,858",,,,,,
RJ,33,03906,Petrópolis,"306,678",,,,,,
RJ,33,03955,Pinheiral,"25,364",,,,,,
RJ,33,04003,Piraí,"29,545",,,,,,
RJ,33,04102,Porciúncula,"18,960",,,,,,
RJ,33,04110,Porto Real,"19,974",,,,,,
RJ,33,04128,Quatis,"14,435",,,,,,
RJ,33,04144,Queimados,"151,335",,,,,,
RJ,33,04151,Quissamã,"25,126",,,,,,
RJ,33,04201,Resende,"132,312",,,,,,
RJ,33,04300,Rio Bonito,"60,573",,,,,,
RJ,33,04409,Rio Claro,"18,605",,,,,,
RJ,33,04508,Rio das Flores,"9,344",,,,,,
RJ,33,04524,Rio das Ostras,"155,193",,,,,,
RJ,33,04557,Rio de Janeiro,"6,747,815",,,,,,
RJ,33,04607,Santa Maria Madalena,"10,392",,,,,,
RJ,33,04706,Santo Antônio de Pádua,"42,594",,,,,,
RJ,33,04755,São Francisco de Itabapoana,"42,210",,,,,,
RJ,33,04805,São Fidélis,"38,710",,,,,,
RJ,33,04904,São Gonçalo,"1,091,737",,,,,,
RJ,33,05000,São João da Barra,"36,423",,,,,,
RJ,33,05109,São João de Meriti,"472,906",,,,,,
RJ,33,05133,São José de Ubá,"7,206",,,,,,
RJ,33,05158,São José do Vale do Rio Preto,"21,916",,,,,,
RJ,33,05208,São Pedro da Aldeia,"106,049",,,,,,
RJ,33,05307,São Sebastião do Alto,"9,387",,,,,,
RJ,33,05406,Sapucaia,"18,249",,,,,,
RJ,33,05505,Saquarema,"90,583",,,,,,
RJ,33,05554,Seropédica,"83,092",,,,,,
RJ,33,05604,Silva Jardim,"21,774",,,,,,
RJ,33,05703,Sumidouro,"15,667",,,,,,
RJ,33,05752,Tanguá,"34,610",,,,,,
RJ,33,05802,Teresópolis,"184,240",,,,,,
RJ,33,05901,Trajano de Moraes,"10,640",,,,,,
RJ,33,06008,Três Rios,"82,142",,,,,,
RJ,33,06107,Valença,"76,869",,,,,,
RJ,33,06156,Varre-Sai,"11,106",,,,,,
RJ,33,06206,Vassouras,"37,083",,,,,,
RJ,33,06305,Volta Redonda,"273,988",,,,,,
SP,35,00105,Adamantina,"35,111",,,,,,
SP,35,00204,Adolfo,"3,554",,,,,,
SP,35,00303,Aguaí,"36,648",,,,,,
SP,35,00402,Águas da Prata,"8,221",,,,,,
SP,35,00501,Águas de Lindóia,"18,808",,,,,,
SP,35,00550,Águas de Santa Bárbara,"6,109",,,,,,
SP,35,00600,Águas de São Pedro,"3,521",,,,,,
SP,35,00709,Agudos,"37,401",,,,,,
SP,35,00758,Alambari,"6,129",,,,,,
SP,35,00808,Alfredo Marcondes,"4,184",,,,,,
SP,35,00907,Altair,"4,186",,,,,,
SP,35,01004,Altinópolis,"16,203",,,,,,
SP,35,01103,Alto Alegre,"4,088",,,,,,
SP,35,01152,Alumínio,"18,767",,,,,,
SP,35,01202,Álvares Florence,"3,647",,,,,,
SP,35,01301,Álvares Machado,"24,998",,,,,,
SP,35,01400,Álvaro de Carvalho,"5,274",,,,,,
SP,35,01509,Alvinlândia,"3,237",,,,,,
SP,35,01608,Americana,"242,018",,,,,,
SP,35,01707,Américo Brasiliense,"41,032",,,,,,
SP,35,01806,Américo de Campos,"5,981",,,,,,
SP,35,01905,Amparo,"72,677",,,,,,
SP,35,02002,Analândia,"5,056",,,,,,
SP,35,02101,Andradina,"57,202",,,,,,
SP,35,02200,Angatuba,"25,479",,,,,,
SP,35,02309,Anhembi,"6,819",,,,,,
SP,35,02408,Anhumas,"4,144",,,,,,
SP,35,02507,Aparecida,"36,185",,,,,,
SP,35,02606,Aparecida d'Oeste,"4,158",,,,,,
SP,35,02705,Apiaí,"24,226",,,,,,
SP,35,02754,Araçariguama,"22,860",,,,,,
SP,35,02804,Araçatuba,"198,129",,,,,,
SP,35,02903,Araçoiaba da Serra,"34,776",,,,,,
SP,35,03000,Aramina,"5,655",,,,,,
SP,35,03109,Arandu,"6,365",,,,,,
SP,35,03158,Arapeí,"2,460",,,,,,
SP,35,03208,Araraquara,"238,339",,,,,,
SP,35,03307,Araras,"135,506",,,,,,
SP,35,03356,Arco-Íris,"1,773",,,,,,
SP,35,03406,Arealva,"8,613",,,,,,
SP,35,03505,Areias,"3,896",,,,,,
SP,35,03604,Areiópolis,"11,158",,,,,,
SP,35,03703,Ariranha,"9,761",,,,,,
SP,35,03802,Artur Nogueira,"55,340",,,,,,
SP,35,03901,Arujá,"91,157",,,,,,
SP,35,03950,Aspásia,"1,818",,,,,,
SP,35,04008,Assis,"105,087",,,,,,
SP,35,04107,Atibaia,"144,088",,,,,,
SP,35,04206,Auriflama,"15,253",,,,,,
SP,35,04305,Avaí,"5,436",,,,,,
SP,35,04404,Avanhandava,"13,859",,,,,,
SP,35,04503,Avaré,"91,232",,,,,,
SP,35,04602,Bady Bassitt,"17,761",,,,,,
SP,35,04701,Balbinos,"5,934",,,,,,
SP,35,04800,Bálsamo,"9,139",,,,,,
SP,35,04909,Bananal,"10,993",,,,,,
SP,35,05005,Barão de Antonina,"3,498",,,,,,
SP,35,05104,Barbosa,"7,468",,,,,,
SP,35,05203,Bariri,"35,558",,,,,,
SP,35,05302,Barra Bonita,"36,126",,,,,,
SP,35,05351,Barra do Chapéu,"5,760",,,,,,
SP,35,05401,Barra do Turvo,"7,632",,,,,,
SP,35,05500,Barretos,"122,833",,,,,,
SP,35,05609,Barrinha,"33,180",,,,,,
SP,35,05708,Barueri,"276,982",,,,,,
SP,35,05807,Bastos,"20,953",,,,,,
SP,35,05906,Batatais,"62,980",,,,,,
SP,35,06003,Bauru,"379,297",,,,,,
SP,35,06102,Bebedouro,"77,555",,,,,,
SP,35,06201,Bento de Abreu,"3,005",,,,,,
SP,35,06300,Bernardino de Campos,"11,158",,,,,,
SP,35,06359,Bertioga,"64,723",,,,,,
SP,35,06409,Bilac,"8,117",,,,,,
SP,35,06508,Birigui,"124,883",,,,,,
SP,35,06607,Biritiba Mirim,"32,936",,,,,,
SP,35,06706,Boa Esperança do Sul,"15,018",,,,,,
SP,35,06805,Bocaina,"12,452",,,,,,
SP,35,06904,Bofete,"11,921",,,,,,
SP,35,07001,Boituva,"62,170",,,,,,
SP,35,07100,Bom Jesus dos Perdões,"25,985",,,,,,
SP,35,07159,Bom Sucesso de Itararé,"3,984",,,,,,
SP,35,07209,Borá,838,,,,,,
SP,35,07308,Boracéia,"4,868",,,,,,
SP,35,07407,Borborema,"16,164",,,,,,
SP,35,07456,Borebi,"2,683",,,,,,
